ORF	SGD	GENENAME	EtOHvsMOCK.WT	EtOHvsMOCK.MSN24dd	EtOH.MSN24ddvsWT	MOCK.MSN24ddvsWT	EtOHvsWT.MSN24ddvsWT	AveExpr	F	P.Value	adj.P.Val
YPL229W	S000006150	NA	1.06	0.618	-0.422	0.0192	-0.441	3.59	28.8	6.55e-8	0
YLR121C	S000004111	YPS3	-2.15	-0.72	1.37	-0.053900000000000003	1.43	1.84	28.7	6.7e-8	0
YIL157C	S000001419	COA1	0.481	-0.00424	-0.597	-0.112	-0.485	5.3	28.7	6.7e-8	0
YNL144C	S000005088	NA	1.55	1.12	-0.00639	0.423	-0.429	2.29	28.7	6.74e-8	0
YLR438C-A	S000006434	LSM3	-1.21	-0.839	0.478	0.106	0.371	3.44	28.7	6.76e-8	0
YMR238W	S000004851	DFG5	0.34	0.465	0.206	0.0809	0.125	6.42	28.7	6.83e-8	0
YIL126W	S000001388	STH1	-0.458	-0.273	0.373	0.188	0.184	7.24	28.7	6.87e-8	0
YGL139W	S000003107	FLC3	-0.596	-0.64	0.0494	0.0929	-0.0435	6.48	28.7	6.87e-8	0
YNR024W	S000005307	MPP6	-1.61	-1.34	0.483	0.211	0.272	2.96	28.7	6.87e-8	0
YOL112W	S000005472	MSB4	-0.72	-0.671	0.214	0.164	0.0497	3.62	28.7	6.89e-8	0
YLR421C	S000004413	RPN13	0.542	0.37	-0.0221	0.151	-0.173	6.07	28.6	6.9e-8	0
YMR188C	S000004800	MRPS17	-0.732	-0.672	0.0791	0.0193	0.0597	4.71	28.6	6.93e-8	0
YDR026C	S000002433	NSI1	-0.96	-0.529	0.608	0.177	0.431	4.49	28.6	7.1e-8	0
YKL045W	S000001528	PRI2	-1.17	-0.82	0.408	0.0558	0.353	4.03	28.5	7.15e-8	0
YDR207C	S000002615	UME6	-0.78	-0.159	0.781	0.16	0.621	4.79	28.5	7.24e-8	0
YGR068C	S000003300	ART5	-0.721	-0.906	0.00943	0.194	-0.185	3.84	28.5	7.32e-8	0
YGR196C	S000003428	FYV8	0.824	0.782	0.278	0.321	-0.0423	4.38	28.4	7.36e-8	0
YLR116W	S000004106	MSL5	-0.632	-0.459	0.0671	-0.106	0.173	4.93	28.4	7.38e-8	0
YLR414C	S000004406	PUN1	0.0545	0.722	0.65	-0.0169	0.667	5.08	28.3	7.57e-8	0
YDL202W	S000002361	MRPL11	-0.685	-0.414	0.1	-0.171	0.271	5.12	28.3	7.58e-8	0
YLR268W	S000004258	SEC22	-0.504	-0.464	0.0377	-0.00247	0.0402	5.96	28.3	7.6e-8	0
YOR330C	S000005857	MIP1	-0.64	-0.632	0.0303	0.0228	0.0075	5.02	28.3	7.62e-8	0
YDR047W	S000002454	HEM12	0.519	0.237	-0.313	-0.0314	-0.281	7.23	28.3	7.64e-8	0
YPL091W	S000006012	GLR1	0.537	0.191	-0.324	0.022	-0.346	6.91	28.3	7.8e-8	0
YBR066C	S000000270	NRG2	-1.88	-1.94	0.463	0.521	-0.058	0.884	28.2	7.85e-8	0
YMR041C	S000004644	ARA2	0.958	0.564	-0.209	0.185	-0.394	3.34	28.2	7.88e-8	0
YIR023W	S000001462	DAL81	-0.478	-0.183	0.38	0.0859	0.295	5.32	28.2	7.98e-8	0
YFL048C	S000001846	EMP47	0.391	0.477	0.146	0.0601	0.0858	6.79	28.2	8.02e-8	0
YML012W	S000004473	ERV25	0.579	0.434	-0.165	-0.0207	-0.145	7.81	28.2	8.05e-8	0
YDR127W	S000002534	ARO1	0.695	0.779	0.124	0.0395	0.0841	8.84	28.1	8.27e-8	0
YMR316W	S000004935	DIA1	1.29	1.08	0.0929	0.312	-0.219	3.23	28.1	8.29e-8	0
YDR323C	S000002731	PEP7	1.03	0.863	-0.046	0.119	-0.165	3.18	28.1	8.3e-8	0
YJL187C	S000003723	SWE1	-0.833	-0.568	0.287	0.0217	0.265	5.11	28	8.32e-8	0
YCR033W	S000000629	SNT1	-0.55	-0.379	0.262	0.0903	0.172	5.75	28	8.32e-8	0
YPL042C	S000005963	SSN3	0.654	0.443	-0.0221	0.189	-0.211	4.79	28	8.41e-8	0
YJL014W	S000003551	CCT3	-0.521	-0.294	0.199	-0.0279	0.226	7.91	28	8.54e-8	0
YGR279C	S000003511	SCW4	-0.374	-0.82	-0.542	-0.0954	-0.446	9.08	27.9	8.71e-8	0
YJL065C	S000003601	DLS1	-0.96	-0.788	-0.026	-0.198	0.172	3.57	27.9	8.73e-8	0
YDR381W	S000002789	YRA1	0.615	0.221	-0.437	-0.0432	-0.394	8	27.9	8.75e-8	0
YFR044C	S000001940	DUG1	0.789	0.346	-0.488	-0.0449	-0.443	9.56	27.9	8.82e-8	0
YIL005W	S000001267	EPS1	0.557	0.493	0.1	0.164	-0.0643	6.5	27.9	8.85e-8	0
YDR073W	S000002480	SNF11	-0.823	-0.838	0.316	0.331	-0.0151	3.53	27.8	9e-8	0
YER092W	S000000894	IES5	0.489	0.845	0.223	-0.132	0.356	3.95	27.8	9.05e-8	0
YIL067C	S000001329	NA	0.494	0.665	0.0964	-0.0748	0.171	5.22	27.8	9.09e-8	0
YDR154C	S000002561	NA	0.677	0.161	-0.505	0.0113	-0.516	9.2	27.8	9.13e-8	0
YGL192W	S000003160	IME4	0.582	0.861	0.115	-0.164	0.279	3.91	27.7	9.26e-8	0
YOR290C	S000005816	SNF2	-0.524	-0.541	0.0746	0.092	-0.0174	6.13	27.7	9.35e-8	0
YJL127C	S000003663	SPT10	-0.807	-0.585	0.272	0.0501	0.222	3.83	27.6	9.52e-8	0
YPL063W	S000005984	TIM50	-0.695	-0.332	0.295	-0.0679	0.363	7.31	27.6	9.68e-8	0
YJL062W	S000003598	LAS21	0.639	0.449	-0.102	0.0888	-0.191	6.96	27.6	9.7e-8	0
YJR121W	S000003882	ATP2	0.0564	-0.65	-0.836	-0.13	-0.706	10.9	27.6	9.73e-8	0
YNL241C	S000005185	ZWF1	0.794	0.702	-0.185	-0.0932	-0.0922	7.98	27.5	9.82e-8	0
YKR006C	S000001714	MRPL13	-0.59	-0.456	-0.0635	-0.197	0.133	5.71	27.5	9.88e-8	0
YHR067W	S000001109	HTD2	1.1	0.511	-0.538	0.0492	-0.588	3.23	27.5	9.94e-8	0
YOR113W	S000005639	AZF1	0.958	1.09	0.166	0.0352	0.131	3.93	27.4	1.01e-7	0
YER137C	S000000939	NA	-1.74	-1.5	0.414	0.174	0.241	1.8	27.4	1.02e-7	0
YML103C	S000004571	NUP188	-0.594	-0.291	0.328	0.025	0.303	7.59	27.4	1.03e-7	0
YBR230W-A	S000029722	NA	1.75	1.17	-0.599	-0.0171	-0.582	1.72	27.4	1.03e-7	0
YOL019W	S000005379	NA	-0.272	0.407	0.687	0.00798	0.679	5.94	27.4	1.04e-7	0
YKL122C	S000001605	SRP21	-0.961	-0.503	0.612	0.154	0.458	4.71	27.4	1.04e-7	0
YIL076W	S000001338	SEC28	0.474	0.458	0.0544	0.0701	-0.0157	6.93	27.3	1.05e-7	0
YNL169C	S000005113	PSD1	0.532	0.31	-0.327	-0.104	-0.222	6.77	27.3	1.06e-7	0
YBR083W	S000000287	TEC1	-0.399	1.09	1.77	0.278	1.49	3.29	27.2	1.07e-7	0
YDR113C	S000002520	PDS1	-1.1	-0.649	0.601	0.152	0.449	3.41	27.2	1.08e-7	0
YJL093C	S000003629	TOK1	0.0157	-0.564	-0.616	-0.0362	-0.58	5.72	27.2	1.08e-7	0
YLR234W	S000004224	TOP3	-1.74	-1.62	-0.00986	-0.131	0.121	1.83	27.2	1.08e-7	0
YPL246C	S000006167	RBD2	-0.67	-0.352	0.285	-0.033	0.318	7.06	27.2	1.09e-7	0
YFR037C	S000001933	RSC8	-0.678	-0.47	0.299	0.0923	0.207	6.22	27.2	1.1e-7	0
YGR212W	S000003444	SLI1	0.675	0.859	0.212	0.0284	0.184	3.49	27.1	1.12e-7	0
YOR375C	S000005902	GDH1	0.112	0.648	0.516	-0.019	0.535	10	27.1	1.14e-7	0
YPR067W	S000006271	ISA2	0.682	0.732	0.0647	0.0142	0.0505	4.13	27.1	1.14e-7	0
YLR407W	S000004399	NA	-0.62	-0.55	0.155	0.0846	0.0703	4.79	27	1.15e-7	0
YBR126W-B	S000028738	NA	0.515	-0.349	-1.22	-0.351	-0.864	3.71	27	1.16e-7	0
YIL006W	S000001268	YIA6	1.2	0.754	-0.431	0.0118	-0.443	3.85	27	1.16e-7	0
YJR043C	S000003804	POL32	-0.852	-0.741	0.277	0.166	0.11	3.72	27	1.16e-7	0
YMR155W	S000004764	NA	0.786	0.444	-0.368	-0.0254	-0.342	5.21	27	1.17e-7	0
YFR028C	S000001924	CDC14	-0.486	-0.128	0.386	0.0275	0.358	6.35	27	1.18e-7	0
YDL092W	S000002250	SRP14	-0.833	-0.596	0.288	0.052	0.236	5.2	26.9	1.19e-7	0
YJR126C	S000003887	VPS70	0.645	0.00313	-0.583	0.0585	-0.641	6.2	26.9	1.19e-7	0
YPR013C	S000006217	CMR3	-0.877	-0.23	0.674	0.0273	0.647	4.23	26.9	1.2e-7	0
YEL077C	S000006409	NA	-0.21	-0.624	-0.392	0.0225	-0.414	6.46	26.9	1.2e-7	0
YLR067C	S000004057	PET309	-0.54	-0.499	0.0699	0.0291	0.0408	5.01	26.9	1.22e-7	0
YMR292W	S000004906	GOT1	-0.776	-0.756	0.0195	-6.82e-4	0.0202	5.64	26.8	1.24e-7	0
YHR103W	S000001145	SBE22	-0.131	-0.494	-0.414	-0.0503	-0.364	6.2	26.8	1.24e-7	0
YPR011C	S000006215	NA	0.512	0.382	-0.227	-0.0957	-0.131	5.14	26.8	1.24e-7	0
YOR281C	S000005807	PLP2	-0.791	-0.476	0.343	0.028	0.315	5.08	26.8	1.24e-7	0
YER095W	S000000897	RAD51	0.841	0.434	-0.54	-0.133	-0.407	6.86	26.8	1.25e-7	0
YOR275C	S000005801	RIM20	0.539	0.544	0.0249	0.02	0.00494	5.01	26.8	1.25e-7	0
YGR004W	S000003236	PEX31	0.433	0.662	0.14	-0.0892	0.229	5.12	26.8	1.25e-7	0
YLR007W	S000003997	NSE1	-0.563	-0.964	-0.274	0.128	-0.402	4.21	26.7	1.26e-7	0
YDR403W	S000002811	DIT1	3.42	2.95	-0.63	-0.159	-0.471	-0.235	26.7	1.26e-7	0
YJR090C	S000003850	GRR1	0.479	0.504	0.0693	0.0443	0.0249	6.05	26.6	1.33e-7	0
YHR025W	S000001067	THR1	-0.587	-0.769	-0.246	-0.0642	-0.182	8.91	26.6	1.33e-7	0
YLR312C	S000004303	ATG39	3.21	1.42	-1.76	0.0322	-1.79	-0.696	26.6	1.34e-7	0
YGL064C	S000003032	MRH4	-1.14	-0.615	0.293	-0.233	0.525	3.95	26.5	1.36e-7	0
YBR213W	S000000417	MET8	-1.92	-1.46	0.28	-0.177	0.458	1.77	26.5	1.38e-7	0
YGR216C	S000003448	GPI1	-0.625	-0.425	0.217	0.0165	0.2	6.18	26.5	1.38e-7	0
YLR163C	S000004153	MAS1	-0.444	-0.451	-0.14	-0.132	-0.00721	5.9	26.5	1.38e-7	0
YNL153C	S000005097	GIM3	-0.677	-0.491	0.237	0.051	0.186	4.88	26.4	1.42e-7	0
YEL034C-A	S000028743	NA	-1.71	-1.92	-0.273	-0.0613	-0.212	3.04	26.4	1.43e-7	0
YDR354W	S000002762	TRP4	0.387	0.567	0.0873	-0.0925	0.18	6.29	26.3	1.45e-7	0
YER107C	S000000909	GLE2	0.279	0.479	0.156	-0.0435	0.2	6.15	26.3	1.45e-7	0
YGL045W	S000003013	RIM8	1.34	0.361	-1.19	-0.212	-0.981	2.58	26.3	1.48e-7	0
YER048C	S000000850	CAJ1	-0.441	-0.855	-0.33	0.0837	-0.414	5.84	26.2	1.52e-7	0
YCL026C-A	S000000589	FRM2	4.38	2.98	-0.236	1.16	-1.4	-1.54	26.1	1.55e-7	0
YEL024W	S000000750	RIP1	0.598	-0.181	-0.852	-0.0727	-0.779	8.05	26.1	1.56e-7	0
YDL183C	S000002342	NA	-0.653	-1.21	-0.857	-0.305	-0.552	2.22	26.1	1.57e-7	0
YHR119W	S000001161	SET1	-0.516	-0.353	0.295	0.132	0.162	5.91	26.1	1.57e-7	0
YER151C	S000000953	UBP3	-0.698	-0.453	0.423	0.179	0.245	6.18	26.1	1.58e-7	0
YMR148W	S000004756	OSW5	0.773	0.508	-0.333	-0.0677	-0.265	4.22	26.1	1.58e-7	0
YIR027C	S000001466	DAL1	-2.38	-2.22	0.376	0.225	0.15	0.491	26.1	1.59e-7	0
YOR209C	S000005735	NPT1	-0.461	-0.439	0.0171	-0.00488	0.022	6.54	26	1.6e-7	0
YMR266W	S000004879	RSN1	-1.94	-1.07	0.165	-0.701	0.866	1.4	26	1.6e-7	0
YKL137W	S000001620	CMC1	-0.784	-1.03	-0.488	-0.241	-0.247	3.25	26	1.61e-7	0
YDR081C	S000002488	PDC2	-0.548	-0.382	0.311	0.146	0.166	5.33	26	1.64e-7	0
YOL015W	S000005375	IRC10	1.62	1.07	-0.31	0.244	-0.554	1.67	26	1.64e-7	0
YHR216W	S000001259	IMD2	-1.57	-1.4	0.156	-0.00694	0.163	1.39	26	1.64e-7	0
YPL189C-A	S000028527	COA2	0.361	-1.23	-1.5	0.0883	-1.59	3.13	25.9	1.65e-7	0
YBR091C	S000000295	TIM12	-0.787	-0.774	0.0252	0.012	0.0133	3.58	25.9	1.69e-7	0
YIL118W	S000001380	RHO3	-0.578	-0.186	0.436	0.0438	0.392	5.48	25.9	1.69e-7	0
YER077C	S000000879	MRX1	-0.836	-0.671	0.215	0.0509	0.164	4.27	25.8	1.71e-7	0
YDR056C	S000002463	EMC10	0.444	0.456	0.11	0.098	0.0117	5.6	25.8	1.73e-7	0
YGL216W	S000003184	KIP3	-0.623	-0.403	0.342	0.121	0.22	4.71	25.8	1.73e-7	0
YJR098C	S000003859	NA	0.946	0.861	-0.138	-0.0532	-0.0849	4.01	25.8	1.74e-7	0
YDR103W	S000002510	STE5	1.19	0.866	0.0288	0.354	-0.325	2.86	25.8	1.74e-7	0
YGR053C	S000003285	NA	3.17	2.24	-0.604	0.323	-0.927	0.187	25.8	1.75e-7	0
YBR182C	S000000386	SMP1	1.38	1.03	-0.343	0.00694	-0.35	2.49	25.8	1.76e-7	0
YER064C	S000000866	VHR2	-0.604	-0.241	0.334	-0.0287	0.363	5.7	25.7	1.77e-7	0
YNL131W	S000005075	TOM22	-0.377	-0.443	-0.156	-0.0908	-0.0653	6.86	25.7	1.78e-7	0
YGL121C	S000003089	GPG1	4.67	2.39	-2.27	0.0136	-2.28	-1.16	25.7	1.78e-7	0
YGR278W	S000003510	CWC22	0.757	0.631	0.0646	0.191	-0.126	4	25.7	1.78e-7	0
YGR239C	S000003471	PEX21	-1.96	-1.68	-0.126	-0.402	0.275	1.24	25.7	1.79e-7	0
YOR355W	S000005882	GDS1	-0.462	0.11	0.61	0.0373	0.572	8.4	25.7	1.8e-7	0
YCL026C-B	S000007548	HBN1	1.89	2.3	0.472	0.0571	0.415	0.489	25.7	1.81e-7	0
YGL259W	S000003228	YPS5	4.58	2.05	-1.61	0.916	-2.53	-1.76	25.6	1.82e-7	0
YDR425W	S000002833	SNX41	0.837	0.957	0.315	0.195	0.12	3.88	25.6	1.85e-7	0
YEL064C	S000000790	AVT2	0.476	0.83	0.171	-0.183	0.354	4.44	25.6	1.87e-7	0
YDR300C	S000002708	PRO1	-0.418	0.0929	0.562	0.0513	0.511	6.25	25.5	1.9e-7	0
YLR423C	S000004415	ATG17	1.36	1.42	0.24	0.181	0.0588	2.17	25.4	1.97e-7	0
YKL010C	S000001493	UFD4	0.477	0.374	-0.0938	0.00939	-0.103	6.71	25.4	1.98e-7	0
YDR372C	S000002780	VPS74	0.302	0.562	0.266	0.00613	0.26	6.91	25.4	1.99e-7	0
YPL168W	S000006089	MRX4	0.826	0.72	-0.0786	0.0274	-0.106	3.35	25.4	1.99e-7	0
YOL063C	S000005424	CRT10	0.484	0.544	0.0622	0.00226	0.06	5.33	25.4	1.99e-7	0
YGR106C	S000003338	VOA1	-0.5	-0.403	0.123	0.0253	0.0975	8.65	25.4	2e-7	0
YKR004C	S000001712	ECM9	0.471	0.756	0.458	0.172	0.286	3.75	25.3	2.01e-7	0
YLR392C	S000004384	ART10	0.867	0.682	-0.149	0.0361	-0.185	3.9	25.3	2.07e-7	0
YPR127W	S000006331	NA	0.883	0.718	-0.2	-0.0347	-0.165	3.9	25.2	2.09e-7	0
YNL042W	S000004987	BOP3	-1.04	-0.609	0.283	-0.153	0.436	3.52	25.2	2.13e-7	0
YLR024C	S000004014	UBR2	0.794	0.606	-0.0698	0.118	-0.187	4.85	25.2	2.13e-7	0
YJR005C-A	S000028523	LSO1	4.22	3.67	-0.0142	0.543	-0.557	-2.49	25.2	2.14e-7	0
YGL086W	S000003054	MAD1	-0.87	-0.572	0.417	0.119	0.298	4.43	25.2	2.14e-7	0
YNR068C	S000005351	NA	2.13	0.743	-0.381	1.01	-1.39	1.64	25.1	2.17e-7	0
YBR044C	S000000248	TCM62	0.43	0.437	-0.149	-0.157	0.0075	5.36	25.1	2.19e-7	0
YER088C-A	S000028754	NA	-0.725	-0.75	-0.038	-0.0132	-0.0248	3.71	25.1	2.21e-7	0
YAR019C	S000000072	CDC15	0.848	0.424	-0.467	-0.0435	-0.424	4.79	25.1	2.21e-7	0
YLR132C	S000004122	USB1	1.15	1.46	0.302	-0.00539	0.308	2.45	25.1	2.21e-7	0
YCR008W	S000000601	SAT4	0.51	-0.0674	-0.521	0.057	-0.578	7.25	25.1	2.22e-7	0
YIL119C	S000001381	RPI1	-1.17	1.1	3.04	0.776	2.27	0.735	25	2.23e-7	0
YER182W	S000000984	FMP10	-0.435	-1.01	-0.767	-0.189	-0.578	3.53	25	2.24e-7	0
YML074C	S000004539	FPR3	-0.894	-0.785	0.306	0.197	0.109	7.31	25	2.28e-7	0
YPL129W	S000006050	TAF14	0.171	0.549	0.431	0.0532	0.378	6.38	25	2.3e-7	0
YDR276C	S000002684	PMP3	0.679	-0.919	-1.68	-0.0795	-1.6	6.07	24.9	2.32e-7	0
YLR422W	S000004414	DCK1	0.579	0.0577	-0.571	-0.05	-0.521	6.09	24.9	2.32e-7	0
YLR143W	S000004133	DPH6	-0.653	-0.254	0.461	0.0628	0.398	4.94	24.9	2.34e-7	0
YER158C	S000000960	NA	0.665	-0.314	-0.997	-0.018	-0.979	5.23	24.9	2.37e-7	0
YDR369C	S000002777	XRS2	0.71	0.992	0.387	0.106	0.281	3.49	24.8	2.43e-7	0
YOR080W	S000005606	DIA2	-0.82	-0.582	0.325	0.0869	0.238	4	24.7	2.52e-7	0
YCL004W	S000000510	PGS1	0.571	0.633	0.0616	-2.7e-4	0.0619	4.57	24.6	2.59e-7	0
YDR348C	S000002756	PAL1	0.483	0.339	-0.0248	0.118	-0.143	5.98	24.6	2.6e-7	0
YMR178W	S000004790	NA	0.69	0.344	-0.443	-0.0973	-0.346	4.77	24.6	2.64e-7	0
YKL064W	S000001547	MNR2	0.544	0.17	-0.286	0.0879	-0.374	6.48	24.5	2.66e-7	0
YAR002C-A	S000002129	ERP1	0.472	0.462	-0.029	-0.0187	-0.0103	8.04	24.5	2.67e-7	0
YGR209C	S000003441	TRX2	0.812	0.203	-0.672	-0.0624	-0.609	6.95	24.5	2.7e-7	0
YKR014C	S000001722	YPT52	0.785	0.425	-0.335	0.0249	-0.36	5.84	24.5	2.71e-7	0
YJR159W	S000003920	SOR1	3.82	3.06	-0.959	-0.199	-0.76	-0.541	24.4	2.74e-7	0
YDR009W	S000002416	GAL3	1.54	1.43	0.0683	0.174	-0.105	1.62	24.4	2.75e-7	0
YDR337W	S000002745	MRPS28	-0.618	-0.461	0.0269	-0.13	0.157	4.97	24.4	2.75e-7	0
YJR019C	S000003780	TES1	1.07	0.629	-0.344	0.0935	-0.438	4.09	24.4	2.78e-7	0
YOR179C	S000005705	SYC1	-1.15	-0.721	0.548	0.117	0.431	2.63	24.4	2.8e-7	0
YFL018C	S000001876	LPD1	0.47	0.169	-0.312	-0.0102	-0.302	7.77	24.4	2.84e-7	0
YCR052W	S000000648	RSC6	-0.702	-0.263	0.476	0.0369	0.439	5.12	24.4	2.84e-7	0
YJR004C	S000003764	SAG1	0.807	0.767	-0.0721	-0.0323	-0.0398	4.51	24.3	2.87e-7	0
YDR308C	S000002716	SRB7	-0.992	-0.685	0.463	0.157	0.306	3.59	24.3	2.88e-7	0
YJR151C	S000003912	DAN4	1.13	0.676	-0.326	0.132	-0.458	3.96	24.3	2.88e-7	0
YNR069C	S000005352	BSC5	1.7	1.18	-0.144	0.376	-0.52	1.81	24.3	2.89e-7	0
YGR167W	S000003399	CLC1	0.718	0.355	-0.359	0.0052	-0.364	6.51	24.3	2.93e-7	0
YIL055C	S000001317	NA	1.93	1.27	-0.533	0.122	-0.655	2.19	24.3	2.93e-7	0
YJL194W	S000003730	CDC6	-0.55	-0.688	-0.31	-0.172	-0.138	4.11	24.3	2.93e-7	0
YOR129C	S000005655	AFI1	-0.656	-0.247	0.314	-0.0944	0.409	5.01	24.2	3e-7	0
YJR011C	S000003772	NA	0.557	1.13	0.623	0.053900000000000003	0.569	2.69	24.2	3.04e-7	0
YIL015W	S000001277	BAR1	2.73	2.3	-0.251	0.182	-0.433	0.11	24.1	3.05e-7	0
YDR031W	S000002438	MIX14	1.16	0.551	-0.605	-0.00168	-0.604	2.88	24.1	3.05e-7	0
YGL200C	S000003168	EMP24	0.551	0.484	-0.127	-0.0594	-0.0673	8.33	24.1	3.07e-7	0
YDR196C	S000002604	CAB5	0.8	0.466	-0.164	0.17	-0.334	4.72	24.1	3.08e-7	0
YNL054W	S000004999	VAC7	0.695	0.541	-0.0589	0.0944	-0.153	5.3	24.1	3.09e-7	0
YDL231C	S000002390	BRE4	-0.431	-0.216	0.21	-0.00518	0.215	7.56	24.1	3.1e-7	0
YMR108W	S000004714	ILV2	-0.339	0.232	0.598	0.0267	0.571	8.97	24	3.19e-7	0
YDR237W	S000002645	MRPL7	-0.405	-0.424	-0.183	-0.163	-0.0193	6.04	24	3.2e-7	0
YCR077C	S000000673	PAT1	-0.55	-0.502	0.0176	-0.0301	0.0477	6.89	24	3.21e-7	0
YPL279C	S000006200	FEX2	-0.503	-0.711	-0.289	-0.0819	-0.207	4.5	24	3.21e-7	0
YLL020C	S000003943	NA	1.45	0.561	-0.787	0.0996	-0.887	1.96	24	3.24e-7	0
YKR009C	S000001717	FOX2	1.14	0.836	-0.49	-0.19	-0.3	2.36	24	3.24e-7	0
YGR268C	S000003500	HUA1	0.849	0.937	-0.109	-0.196	0.0872	3.62	23.9	3.27e-7	0
YDR482C	S000002890	CWC21	-1.34	-1.77	-0.251	0.174	-0.425	1.49	23.9	3.31e-7	0
YCL031C	S000000536	RRP7	-0.714	-0.559	0.332	0.178	0.154	5.55	23.9	3.31e-7	0
YJL046W	S000003582	AIM22	-0.498	-0.561	-0.101	-0.0384	-0.0631	4.29	23.9	3.37e-7	0
YBL107C	S000000203	MIX23	0.35	0.682	0.34	0.00815	0.332	4.47	23.8	3.44e-7	0
YLR031W	S000004021	NA	3.32	4.08	-0.256	-1.02	0.766	-1.25	23.8	3.48e-7	0
YGL082W	S000003050	NA	0.503	0.318	-0.207	-0.0229	-0.185	5.25	23.7	3.54e-7	0
YNL168C	S000005112	FMP41	0.471	0.445	-0.0531	-0.0276	-0.0255	5.64	23.7	3.55e-7	0
YPL059W	S000005980	GRX5	-0.521	-0.386	-0.0677	-0.203	0.135	6.03	23.7	3.57e-7	0
YML055W	S000004519	SPC2	0.548	0.461	0.0223	0.109	-0.0866	5.54	23.7	3.59e-7	0
YLR086W	S000004076	SMC4	-0.89	-0.454	0.553	0.117	0.435	4.63	23.7	3.6e-7	0
YMR005W	S000004607	TAF4	-0.609	-0.344	0.274	0.0096	0.265	5.49	23.6	3.65e-7	0
YJL131C	S000003667	AIM23	0.9	0.89	0.0395	0.0492	-0.00969	3.59	23.6	3.65e-7	0
YLR066W	S000004056	SPC3	0.274	0.471	0.217	0.02	0.197	5.86	23.6	3.67e-7	0
YLR102C	S000004092	APC9	0.997	0.861	0.11	0.245	-0.135	3.21	23.6	3.77e-7	0
YBR171W	S000000375	SEC66	0.367	0.533	0.206	0.0403	0.166	6.4	23.5	3.79e-7	0
YML077W	S000004542	BET5	-0.705	-0.457	0.199	-0.0484	0.248	3.87	23.5	3.83e-7	0
YDR049W	S000002456	VMS1	-0.722	-0.446	0.446	0.171	0.276	4.78	23.5	3.88e-7	0
YLL063C	S000003986	AYT1	0.905	1.01	0.0189	-0.0857	0.105	2.98	23.4	3.93e-7	0
YOR141C	S000005667	ARP8	-0.625	-0.273	0.436	0.0842	0.352	5.45	23.4	3.94e-7	0
YPR133C	S000006337	SPN1	-0.707	-0.284	0.542	0.119	0.423	5.19	23.4	3.94e-7	0
YKL190W	S000001673	CNB1	0.382	0.512	0.194	0.064	0.13	5.48	23.4	4e-7	0
YDL115C	S000002273	IWR1	0.973	0.666	-0.274	0.033	-0.307	3.86	23.4	4e-7	0
YIL094C	S000001356	LYS12	-0.373	0.297	0.576	-0.0941	0.67	7.26	23.4	4.04e-7	0
YLR131C	S000004121	ACE2	-0.452	-0.534	0.0332	0.115	-0.0818	5.09	23.3	4.11e-7	0
YJR089W	S000003849	BIR1	-0.721	-0.691	0.2	0.17	0.0304	4.09	23.3	4.14e-7	0
YNL040W	S000004985	NA	-0.747	-0.717	0.0823	0.0527	0.0296	4.56	23.2	4.22e-7	0
YKR095W-A	S000028512	PCC1	-1.18	-0.652	0.765	0.241	0.524	2.87	23.2	4.26e-7	0
YER009W	S000000811	NTF2	-0.461	-0.537	-0.0856	-0.00954	-0.0761	8.27	23.2	4.26e-7	0
YEL004W	S000000730	YEA4	0.49	0.698	0.317	0.11	0.207	4.36	23.2	4.29e-7	0
YIL014C-A	S000003536	NA	4.05	2.9	0.262	1.41	-1.15	-0.77	23.2	4.32e-7	0
YPL244C	S000006165	HUT1	0.577	0.375	-0.141	0.0612	-0.202	6.33	23.2	4.33e-7	0
YKL087C	S000001570	CYT2	0.0648	-0.3	-0.603	-0.238	-0.364	4.75	23.2	4.34e-7	0
YMR256C	S000004869	COX7	-0.138	-0.859	-0.663	0.0588	-0.722	4.77	23.1	4.38e-7	0
YGL112C	S000003080	TAF6	-0.57	-0.392	0.145	-0.0327	0.178	6.11	23.1	4.42e-7	0
YDR374W-A	S000113553	WIP1	1.5	1.92	-0.209	-0.636	0.427	1.63	23.1	4.43e-7	0
YLR293C	S000004284	GSP1	-0.459	-0.413	-0.0426	-0.0885	0.0459	9.78	23.1	4.45e-7	0
YDL192W	S000002351	ARF1	-0.583	-0.409	0.17	-0.00361	0.174	8.78	23.1	4.46e-7	0
YLR383W	S000004375	SMC6	-0.876	-0.545	0.436	0.106	0.33	4	23.1	4.47e-7	0
YOL158C	S000005518	ENB1	-0.36	-0.742	-0.622	-0.241	-0.382	6.58	23.1	4.47e-7	0
YDL043C	S000002201	PRP11	-0.907	-0.7	0.231	0.0238	0.207	3.72	23.1	4.48e-7	0
YBR117C	S000000321	TKL2	2.05	-1.31	-2.76	0.602	-3.36	1.63	23	4.56e-7	0
YCR046C	S000000642	IMG1	-0.628	-0.685	-0.398	-0.341	-0.057	4.16	23	4.57e-7	0
YKL043W	S000001526	PHD1	0.649	0.769	0.0274	-0.0927	0.12	3.85	23	4.58e-7	0
YEL070W	S000000796	DSF1	2.17	1.52	-0.0841	0.565	-0.649	1.58	23	4.58e-7	0
YBL049W	S000000145	MOH1	4.77	0.0508	-3.34	1.38	-4.72	-2.05	23	4.67e-7	0
YDL170W	S000002329	UGA3	0.779	0.603	-0.078	0.0981	-0.176	3.91	23	4.67e-7	0
