ORF	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SGD
YCR015C	CTO1	144.11476531154435	0.4141877782415195	0.21557765566768228	1.9212927098530057	0.05469481570545809	0.1419027852996754	S000000608
YOL055C	THI20	211.07442256981096	0.2149210696434318	0.1643445959269295	1.3077464971162758	0.19095930673453643	0.35042791925024497	S000005416
YPL143W	RPL33A	13961.050521430168	0.27851818730021066	0.10341171808618328	2.6932942654341523	0.0070749794719512865	0.027450334431545983	S000006064
YDR399W	HPT1	3390.8304656468918	-0.342814060882454	0.13678399364132005	-2.506243981890114	0.012202138873806927	0.043117803110334724	S000002807
YPL105C	SYH1	1082.1125147423948	0.2823708465972723	0.12380499189469374	2.2807710923114617	0.022561995814571346	0.07114051624762766	S000006026
YDR494W	RSM28	589.7341654709446	-0.07887373672104837	0.15574593157981279	-0.5064256633928773	0.6125578624095984	0.7593826466299366	S000002902
YLR345W	NA	424.76508916754636	-0.9173448317897751	0.19624716616798837	-4.674436068057789	2.947624372789597e-6	2.8327426023629255e-5	S000004337
YHR201C	PPX1	728.9983962514898	0.30441454147590946	0.11049987598470833	2.7548858201255926	0.005871262089261652	0.023443349052435374	S000001244
YGR253C	PUP2	1097.6782677822002	0.05682293627272787	0.11132077899831602	0.5104432145016471	0.6097409880153787	0.7568919926302625	S000003485
YER073W	ALD5	1130.7830662458643	1.907275364659666	0.17418035391301953	10.950002809226708	6.644555565675111e-28	4.555572120759204e-26	S000000875
YBR133C	HSL7	1559.6272676782205	0.17131674571495878	0.10287397258365397	1.665306990800314	0.09585152453224315	0.21580988022437764	S000000337
YPR040W	TIP41	217.5998370466629	-0.19195332799567474	0.1865528666876442	-1.0289486910810801	0.30350378612894874	0.4841936111285329	S000006244
YPL253C	VIK1	137.20504568371294	0.5105198998760934	0.22863353907218983	2.232917803520066	0.025554365304954852	0.07889436669107973	S000006174
YPL207W	TYW1	1775.0145108680454	0.6423101123480129	0.12655933182526055	5.07516990714557	3.871499015784192e-7	4.432905797706462e-6	S000006128
YDR043C	NRG1	102.7249503377007	-0.2425722280275754	0.24174848363810109	-1.0034074438733913	0.3156643139750151	0.49822144109139105	S000002450
YMR256C	COX7	386.2620396067095	-0.7219602808326527	0.1707929321784454	-4.22710864919366	2.36713384415273e-5	1.853485581034352e-4	S000004869
YCR101C	NA	10.897106749200779	-0.7004569355708143	0.8608973795495403	-0.8136358086457698	0.4158536176732733	0.6000698531177264	S000000698
YIL022W	TIM44	1456.3675453789865	0.24950284809842374	0.14266840096177397	1.7488304797449479	0.08032032648068414	0.18994578400488557	S000001284
YLR295C	ATP14	985.7197252986439	-0.44506400430464976	0.10978136274990889	-4.054094366805618	5.032889815876379e-5	3.708106372909925e-4	S000004286
YIL158W	AIM20	345.3815013719124	0.6681093346498399	0.2005047181455116	3.332137721392547	8.618159585500939e-4	0.004498727315662607	S000001420
YEL022W	GEA2	1376.1137445270767	0.36211883698251784	0.14174056494197437	2.5548002939790857	0.010624873755018097	0.03848778366669571	S000000748
YDL106C	PHO2	519.3564298014594	0.13110241583049903	0.16865435017652153	0.7773438140983682	0.4369559517964784	0.6184708864551364	S000002264
YEL009C	GCN4	14707.602544377529	0.24602813995430947	0.1018728319512667	2.41505154261347	0.015732983162673318	0.05302807634325503	S000000735
YAL047C	SPC72	139.18407708208022	0.016692403371670682	0.2592672135250605	0.0643830091152548	0.9486652587172633	0.9736027901621858	S000000045
YLR008C	PAM18	845.455748080839	0.03442344565083369	0.11838137543693843	0.2907843022078334	0.7712162918498667	0.8682585769360293	S000003998
YEL031W	SPF1	19894.432929378156	-0.09946709195595023	0.1256504472327839	-0.7916174923888207	0.4285837442316627	0.6110823763810316	S000000757
YHR040W	BCD1	159.27695837728072	0.12999633329352217	0.25170586876080553	0.5164612725699171	0.6055322806552013	0.755214540739548	S000001082
YOR175C	ALE1	1834.5600711504185	-0.027524139079237505	0.07929879442696744	-0.34709404194772053	0.7285206694315275	0.8389451499247016	S000005701
YFR019W	FAB1	635.0205451404819	0.03287438086894685	0.11967970793202122	0.274686339371915	0.783557227203453	0.8764740810461227	S000001915
YNR057C	BIO4	21.600177247409572	0.06020685705909279	0.49602810385855245	0.12137791506317835	0.9033917087612261	0.9482576898162085	S000005340
YBR184W	NA	29.483496527885222	1.3805908520018735	0.4367324962818482	3.1611818762185724	0.001571303523717771	0.007635149879292402	S000000388
YFL005W	SEC4	1415.3338391126417	0.15039908674387426	0.09868386115105349	1.5240494746518	0.12749635270020526	0.26294368851084154	S000001889
YMR121C	RPL15B	968.2113503861673	-0.053425826733915334	0.16618419153989678	-0.3214856132756111	0.7478424130542217	0.8536578691507142	S000004728
YNL292W	PUS4	546.5222832957292	0.19393764562338023	0.1519124158271508	1.276641178849046	0.20172895679362474	0.3649035376749544	S000005236
YOR030W	DFG16	485.085576439304	0.09371347818780267	0.14508168522021872	0.6459359639058195	0.5183208273996753	0.686292909006353	S000005556
YPL201C	YIG1	12.026730605933594	0.34520623202297596	0.6884766125045441	0.5014058949180319	0.6160854919246626	0.7625787396742522	S000006122
YLR284C	ECI1	62.06967340367783	0.16347689872596743	0.28136150467772614	0.581020843321176	0.5612264058908072	0.7207234962787242	S000004274
YDL189W	RBS1	410.6740543356012	0.18556915475171432	0.13915050030105813	1.333585968790823	0.18233958388773885	0.34011716676073916	S000002348
YGL100W	SEH1	1247.2772819918234	0.05909413274163947	0.09101518103454581	0.6492777586105075	0.5161588591073205	0.6840747538664205	S000003068
YDR311W	TFB1	388.4475429026164	-0.04260603231836268	0.14872417562247792	-0.28647684305552323	0.7745129271470035	0.8712108196119355	S000002719
YIL043C	CBR1	3382.581529508224	0.15081221803215458	0.12514660783357806	1.2050843458154858	0.22817074235255402	0.3992455379726295	S000001305
YGL023C	PIB2	492.7988220357196	0.11246232501913749	0.17126862101762766	0.656642906043848	0.5114105535918534	0.6805976785198679	S000002991
YIL130W	ASG1	792.2530135148013	-0.06864242508559314	0.15679575472676505	-0.4377824208647141	0.6615440153538388	0.7935140717557674	S000001392
YJR093C	FIP1	377.21988336019723	0.19217833205248436	0.13746710333610385	1.3979950649182797	0.16211454916734483	0.31384441392458967	S000003853
YHR049W	FSH1	1114.7491715050492	0.20256787816449598	0.10099902654409018	2.005641886816274	0.04489446952582003	0.12175432111633393	S000001091
YDL160C	DHH1	1690.8344675044314	-0.18485202096969344	0.163155831795626	-1.132978324680694	0.2572233558282413	0.43219058770662655	S000002319
YLL019C	KNS1	636.070033230108	-0.7332891856367302	0.12303849927549189	-5.959835254450267	2.524923524240997e-9	4.021280468352092e-8	S000003942
YGR181W	TIM13	262.4667871474576	-0.09068159704436687	0.1726813572824702	-0.5251383152845559	0.5994870422724685	0.7497922473094145	S000003413
YLR138W	NHA1	1632.5322129440706	-0.4278243183590504	0.1330845131352774	-3.2146814702938173	0.0013058934260051006	0.006457108919085907	S000004128
YNR066C	NA	96.15555236691048	-0.27799680221547945	0.258549885616233	-1.0752153363088763	0.28227833071802666	0.46186518489427997	S000005349
YHR178W	STB5	296.07935456252653	-0.08926373141843921	0.1511736761725309	-0.5904713947457667	0.5548746579810104	0.715647012426988	S000001221
YGR138C	TPO2	650.1542093030887	-0.11389477085102896	0.19319275114973913	-0.5895395669517218	0.555499377898532	0.716051745200777	S000003370
YBL079W	NUP170	2099.3124457678637	0.2859328203733433	0.10373962831416368	2.756254528958097	0.005846747981349094	0.023362059098183802	S000000175
YER046W	SPO73	55.4815830276882	0.37378084970440445	0.3130748541234921	1.1939024957813025	0.23251611113898	0.4035830740424037	S000000848
YKL096W-A	CWP2	4675.9040020579905	0.003758145457155188	0.19771655003937388	0.019007743440833755	0.9848349281540516	0.991222591592201	S000001956
YKL156W	RPS27A	2484.0825207525	0.792246235569227	0.1299847232650926	6.094918046280787	1.094935315671397e-9	1.859736055801992e-8	S000001639
YHR029C	YHI9	105.2106870927003	0.456276355655138	0.24817246449701755	1.8385454509624752	0.06598207088140436	0.1640651050399183	S000001071
YMR032W	HOF1	275.76275845439625	0.3569862289864235	0.18943689164824812	1.8844599163360738	0.05950279182581186	0.15212582794211654	S000004635
YOR315W	SFG1	447.7908675874375	4.106156462852301	0.2483063743378231	16.53665345403432	1.998190988065184e-61	4.160677679593505e-59	S000005842
YJL057C	IKS1	342.57833624759587	-0.7110913664740653	0.15861978794103204	-4.482992794936898	7.360341545551587e-6	6.465600026420473e-5	S000003593
YHL033C	RPL8A	10830.781361697871	0.6463261680011064	0.1211284033404569	5.335876228670088	9.50842487173841e-8	1.169723514855872e-6	S000001025
YFL031W	HAC1	10910.166074809875	-0.16155737400828477	0.1832729714594031	-0.8815122749514182	0.3780406131482174	0.565401523575227	S000001863
YPL125W	KAP120	1266.1562640790933	0.12833036967312633	0.10137254949614037	1.2659282055248333	0.2055387872052426	0.37024641514510537	S000006046
YBR104W	YMC2	502.31124644694387	1.127069644860531	0.14870301380805273	7.579332899838623	3.47336235024156e-14	9.912306158912716e-13	S000000308
YNR009W	NRM1	365.397314786091	0.42710572876529634	0.15229053352518931	2.8045454886705206	0.005038757704312823	0.02052746073452659	S000005292
YER102W	RPS8B	13071.508321025007	0.45809203898933015	0.17001173270190953	2.694473091410267	0.007050001891017292	0.027386047150636954	S000000904
YDR146C	SWI5	304.83818585698634	0.11908510568632735	0.1701661898458563	0.6998164899513802	0.4840419152756165	0.6590660323757607	S000002553
YIL154C	IMP2'	255.13150745072014	-0.03608552158137486	0.1852377427041869	-0.19480652838121218	0.8455444112972513	0.9132854332974346	S000001416
YLR351C	NIT3	1101.4223477822766	0.049188968607691196	0.10416261329486581	0.47223247431826604	0.6367608626509383	0.7746958601652404	S000004343
YKL056C	TMA19	26716.269528495497	-0.3042015595503997	0.1795080128821277	-1.6946405604197228	0.09014362775917945	0.20679891339318165	S000001539
YHL048W	COS8	507.5366761193696	-0.8355430004280118	0.18066939554310096	-4.624706901333948	3.751284709462121e-6	3.514953772766007e-5	S000001040
YMR078C	CTF18	310.36441664399	0.21070476026719245	0.21189356023280828	0.9943896361724741	0.32003321173786947	0.5026136193316981	S000004683
YDL202W	MRPL11	488.3670927045928	0.266095784121406	0.13035341878431356	2.041341045007002	0.041216939991135244	0.11392410847107293	S000002361
YER005W	YND1	690.8941566581674	-0.07265923941564931	0.1133539403825198	-0.6409943859953723	0.5215263304330542	0.6882678473461574	S000000807
YDR484W	VPS52	393.0419229655419	0.3107476403732527	0.15584862891236428	1.9939067962413077	0.04616224110240552	0.12459151199122603	S000002892
YDL001W	RMD1	245.25108748242323	0.155460556895073	0.16197264091941327	0.9597951605445498	0.3371583184496584	0.5227534656161001	S000002159
YOL059W	GPD2	10537.209431358111	-0.26562188310710827	0.14074396175542817	-1.8872701876097633	0.05912399412643855	0.15136388660238503	S000005420
YMR028W	TAP42	244.11380066053997	0.16839461096250935	0.20182046567000858	0.8343782698323916	0.4040678584582265	0.5887051208214004	S000004630
YKR008W	RSC4	875.3330602123792	0.31259814820162873	0.13505041766592396	2.314677389409539	0.020630594071739287	0.06642909500075503	S000001716
YAR042W	SWH1	1106.062698546953	-0.057585706149547944	0.097490148347624	-0.5906823112445434	0.5547333021336475	0.7156288720962289	S000000081
YLL063C	AYT1	115.77877492905233	0.10871140819423845	0.23399365840071448	0.46459125831551384	0.6422241935757119	0.7786466284845056	S000003986
YLR406C	RPL31B	4461.711447760048	0.9926842057735182	0.10011358921451659	9.915579029400915	3.5618511266250996e-23	1.889125191876067e-21	S000004398
YGR155W	CYS4	10504.284431910817	0.7443111483234803	0.10506131851468009	7.084540331744253	1.3950657976708192e-12	3.295403325422414e-11	S000003387
YDR106W	ARP10	27.599536651240594	-0.32519735609441	0.39612406165394537	-0.8209482522637136	0.4116757446194981	0.5966591998584219	S000002513
YHR041C	SRB2	497.00218442673577	-0.15426167535235236	0.2169460746372364	-0.7110599977911518	0.47704705715828544	0.6534986733294057	S000001083
YKL003C	MRP17	253.33295525090045	0.13101037646203106	0.15212359388501967	0.861210106310355	0.38912233488474074	0.5752421158879863	S000001486
YDR330W	UBX5	382.7407332233339	-0.33787320251803626	0.16973504842278886	-1.9905918409758026	0.04652577797918483	0.12527199415659823	S000002738
YBL028C	NA	350.31834768460857	0.781780020311355	0.2144556526831529	3.6454157795802864	2.669598346945499e-4	0.0016034702891589312	S000000124
YPL220W	RPL1A	51.62401219930328	-0.5319132283376832	1.2137915836510327	-0.438224515231611	0.6612235390044372	0.7932989193945681	S000006141
YER167W	BCK2	1018.0437334690505	0.2317861026387152	0.1182102593023183	1.9607951459266406	0.04990292453235298	0.13196342508038028	S000000969
