ORF	SGD	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
YML021C	S000004483	UNG1	0.186	4.21	1.29	0.21	0.37	-6.62
YPL124W	S000006045	SPC29	0.43	2.2	1.29	0.21	0.37	-6.03
YDR034W-B	S000007234	NA	-0.961	-0.895	-1.29	0.21	0.37	-5.17
YPR071W	S000006275	NA	0.231	3.77	1.29	0.21	0.37	-6.5
YKR005C	S000001713	NA	-0.282	3.06	-1.29	0.21	0.37	-6.26
YER019C-A	S000002127	SBH2	0.133	6.66	1.29	0.21	0.37	-7.01
YKL007W	S000001490	CAP1	-0.15	6.12	-1.29	0.21	0.37	-6.94
YDR124W	S000002531	NA	-0.81	-0.375	-1.29	0.209	0.37	-5.32
YFR025C	S000001921	HIS2	0.166	5.56	1.29	0.209	0.37	-6.85
YHR046C	S000001088	INM1	-0.215	6.02	-1.29	0.209	0.37	-6.83
YGR089W	S000003321	NNF2	0.139	6.89	1.29	0.209	0.37	-7.02
YIL097W	S000001359	FYV10	-0.35	3.12	-1.3	0.208	0.36	-6.17
YPL036W	S000005957	PMA2	-0.307	3.6	-1.3	0.208	0.36	-6.45
YOR331C	S000005858	NA	0.919	-0.15	1.3	0.207	0.36	-5.36
YBL083C	S000000179	NA	-0.814	1.65	-1.3	0.207	0.36	-5.84
YJR078W	S000003839	BNA2	0.54	1.53	1.3	0.207	0.36	-5.64
YBR068C	S000000272	BAP2	-0.162	9.05	-1.3	0.207	0.36	-6.98
YDR332W	S000002740	IRC3	-0.254	3.62	-1.3	0.207	0.36	-6.46
YHL040C	S000001032	ARN1	0.195	6.72	1.3	0.206	0.36	-7
YGR258C	S000003490	RAD2	-0.292	3.85	-1.3	0.206	0.36	-6.47
YBR243C	S000000447	ALG7	-0.162	6.96	-1.3	0.206	0.36	-7
YGR232W	S000003464	NAS6	-0.167	5.7	-1.3	0.206	0.36	-6.89
YML129C	S000004598	COX14	-0.355	2.41	-1.3	0.205	0.36	-6.08
YBR239C	S000000443	ERT1	0.188	4.26	1.3	0.205	0.36	-6.61
YPL260W	S000006181	CUB1	-0.163	6.38	-1.31	0.205	0.36	-6.96
YHL006C	S000000998	SHU1	0.693	0.15	1.31	0.205	0.36	-5.42
YNL147W	S000005091	LSM7	0.18	4.89	1.31	0.205	0.36	-6.75
YKL090W	S000001573	CUE2	0.205	3.98	1.31	0.205	0.36	-6.54
YER046W	S000000848	SPO73	0.401	1.82	1.31	0.204	0.36	-5.83
YIL095W	S000001357	PRK1	0.193	5.03	1.31	0.204	0.36	-6.77
YIL129C	S000001391	TAO3	-0.131	7.11	-1.31	0.204	0.36	-7
YMR130W	S000004737	NA	0.145	5.11	1.31	0.204	0.36	-6.79
YDR430C	S000002838	CYM1	-0.161	6.5	-1.31	0.203	0.36	-6.98
YNL123W	S000005067	NMA111	0.135	7.06	1.31	0.203	0.36	-7
YHR177W	S000001220	NA	0.405	2.26	1.31	0.203	0.36	-6.01
YNL092W	S000005036	NA	-0.684	1.98	-1.31	0.202	0.36	-5.62
YBR101C	S000000305	FES1	-0.178	5.63	-1.31	0.202	0.36	-6.88
YOL091W	S000005451	SPO21	-0.511	1.68	-1.31	0.202	0.36	-5.82
YDR086C	S000002493	SSS1	0.165	6.2	1.31	0.202	0.36	-6.95
YER146W	S000000948	LSM5	0.224	4.53	1.31	0.202	0.36	-6.67
YIL108W	S000001370	NA	0.184	6.06	1.32	0.201	0.36	-6.86
YLL051C	S000003974	FRE6	-0.206	5.83	-1.32	0.201	0.36	-6.9
YKL057C	S000001540	NUP120	0.148	7.72	1.32	0.201	0.36	-7.01
YOR171C	S000005697	LCB4	-0.121	5.97	-1.32	0.202	0.36	-6.91
YKL006W	S000001489	RPL14A	0.209	10	1.32	0.202	0.36	-6.93
YMR170C	S000004780	ALD2	-0.341	2.89	-1.32	0.201	0.36	-6.15
YDR118W	S000002525	APC4	0.197	4.28	1.32	0.201	0.36	-6.58
YMR067C	S000004671	UBX4	0.158	5.41	1.32	0.2	0.36	-6.82
YHR107C	S000001149	CDC12	0.128	6.26	1.32	0.2	0.36	-6.95
YOL086C	S000005446	ADH1	-0.259	13.7	-1.32	0.2	0.36	-6.72
YDL024C	S000002182	DIA3	-1.06	-1.65	-1.32	0.2	0.35	-5
YCR013C	S000000606	NA	-0.91	3.66	-1.32	0.199	0.35	-6.34
YBL111C	S000002151	NA	2.35	-2.9	1.32	0.2	0.35	-4.89
YKL082C	S000001565	RRP14	0.389	4.86	1.32	0.199	0.35	-6.62
YLR075W	S000004065	RPL10	0.167	11.6	1.32	0.199	0.35	-6.84
YLR455W	S000004447	PDP3	0.256	4.65	1.33	0.198	0.35	-6.68
YIR026C	S000001465	YVH1	0.206	5.02	1.32	0.198	0.35	-6.62
YDR369C	S000002777	XRS2	0.281	3.49	1.33	0.197	0.35	-6.35
YIL019W	S000001281	FAF1	0.637	2.2	1.33	0.197	0.35	-5.45
YDL176W	S000002335	NA	0.267	3.75	1.33	0.198	0.35	-6.45
YNL137C	S000005081	NAM9	0.168	6.57	1.33	0.198	0.35	-6.96
YMR159C	S000004769	ATG16	0.676	0.436	1.33	0.197	0.35	-5.42
YDR440W	S000002848	DOT1	0.289	3.82	1.33	0.197	0.35	-6.46
YJL106W	S000003642	IME2	-0.445	2.17	-1.33	0.197	0.35	-5.96
YJR054W	S000003815	KCH1	0.225	4.54	1.33	0.197	0.35	-6.65
YHR094C	S000001136	HXT1	-0.772	4.64	-1.33	0.197	0.35	-5.83
YEL028W	S000000754	NA	1.05	-0.537	1.33	0.196	0.35	-5.23
YML116W	S000004584	ATR1	0.188	4.49	1.33	0.196	0.35	-6.63
YIL067C	S000001329	NA	0.171	5.22	1.33	0.196	0.35	-6.77
YMR021C	S000004623	MAC1	-0.245	3.35	-1.33	0.196	0.35	-6.33
YEL004W	S000000730	YEA4	0.207	4.36	1.33	0.196	0.35	-6.59
YIR006C	S000001445	PAN1	-0.164	7.71	-1.33	0.196	0.35	-6.98
YPR109W	S000006313	NA	-0.18	4.66	-1.33	0.196	0.35	-6.65
YOL077W-A	S000007339	ATP19	-0.354	3.94	-1.33	0.196	0.35	-6.47
YIL014C-A	S000003536	NA	-1.15	-0.77	-1.33	0.196	0.35	-5.07
YMR194C-A	S000007250	NA	-0.753	0.173	-1.34	0.194	0.35	-5.39
YHR210C	S000001253	NA	-0.465	1.86	-1.34	0.194	0.35	-5.86
YOL028C	S000005388	YAP7	0.338	2.98	1.34	0.194	0.35	-6.22
YOR040W	S000005566	GLO4	-0.499	1.65	-1.34	0.194	0.35	-5.75
YOR105W	S000005631	NA	-1.04	-0.297	-1.34	0.193	0.35	-5.27
YLR220W	S000004210	CCC1	-0.178	6.17	-1.34	0.193	0.35	-6.91
YGR154C	S000003386	GTO1	0.27	3.76	1.34	0.193	0.35	-6.43
YOR150W	S000005676	MRPL23	-0.147	5.36	-1.34	0.193	0.35	-6.8
YLR452C	S000004444	SST2	0.216	3.72	1.34	0.193	0.35	-6.43
YMR238W	S000004851	DFG5	0.125	6.42	1.34	0.193	0.35	-6.92
YLL009C	S000003932	COX17	-0.289	3.8	-1.34	0.192	0.35	-6.45
YGR013W	S000003245	SNU71	-0.214	4.08	-1.35	0.192	0.34	-6.52
YPL239W	S000006160	YAR1	0.215	4.85	1.35	0.192	0.34	-6.59
YKR102W	S000001810	FLO10	0.231	4.86	1.35	0.192	0.34	-6.7
YLR115W	S000004105	CFT2	0.179	4.96	1.35	0.192	0.34	-6.72
YOR153W	S000005679	PDR5	-0.173	9.52	-1.35	0.191	0.34	-6.91
YBR007C	S000000211	DSF2	-0.191	4.07	-1.35	0.191	0.34	-6.51
YML048W	S000004511	GSF2	-0.139	8.3	-1.35	0.191	0.34	-6.95
YNL304W	S000005248	YPT11	0.282	3.63	1.35	0.19	0.34	-6.35
YDL103C	S000002261	QRI1	0.147	6.21	1.35	0.19	0.34	-6.89
YLR204W	S000004194	QRI5	0.19	4.46	1.35	0.19	0.34	-6.6
YFR024C-A	S000002968	LSB3	-0.131	6.57	-1.35	0.19	0.34	-6.92
YDL212W	S000002371	SHR3	0.136	7.46	1.35	0.19	0.34	-6.96
YHL027W	S000001019	RIM101	-0.161	5.44	-1.35	0.19	0.34	-6.8
YLL036C	S000003959	PRP19	0.162	5.65	1.35	0.19	0.34	-6.83
YLR292C	S000004283	SEC72	0.147	5.94	1.35	0.19	0.34	-6.86
YOR116C	S000005642	RPO31	-0.147	8.13	-1.35	0.189	0.34	-6.95
YDR321W	S000002729	ASP1	0.179	7.72	1.35	0.189	0.34	-6.94
YGR202C	S000003434	PCT1	0.191	5.72	1.35	0.189	0.34	-6.82
YDL033C	S000002191	SLM3	0.221	4.05	1.35	0.189	0.34	-6.5
YLR078C	S000004068	BOS1	-0.155	4.63	-1.35	0.189	0.34	-6.64
YFL028C	S000001866	CAF16	-0.166	4.73	-1.36	0.189	0.34	-6.65
YFR046C	S000001942	CNN1	0.309	2.63	1.36	0.188	0.34	-6.08
YBL033C	S000000129	RIB1	0.201	4.84	1.36	0.188	0.34	-6.62
YIL092W	S000001354	NA	0.28	3.22	1.36	0.188	0.34	-6.27
YHR039C-A	S000002100	VMA10	-0.214	6.5	-1.36	0.188	0.34	-6.92
YPL249C	S000006170	GYP5	0.205	4.75	1.36	0.187	0.34	-6.64
YAR071W	S000000094	PHO11	0.343	3.51	1.36	0.187	0.34	-6.26
YGL105W	S000003073	ARC1	0.155	8.84	1.36	0.187	0.34	-6.92
YJL189W	S000003725	RPL39	0.283	8.41	1.36	0.186	0.34	-6.93
YLR198C	S000004188	NA	0.741	1.26	1.37	0.186	0.34	-5.51
YDR103W	S000002510	STE5	-0.325	2.86	-1.36	0.186	0.34	-6.11
YML127W	S000004596	RSC9	-0.145	6.56	-1.37	0.185	0.34	-6.91
YGL174W	S000003142	BUD13	0.348	2.66	1.37	0.185	0.34	-6.08
YDR254W	S000002662	CHL4	0.272	3.43	1.37	0.185	0.34	-6.29
YDL180W	S000002339	NA	0.136	5.63	1.37	0.185	0.33	-6.78
YPR088C	S000006292	SRP54	0.133	6.73	1.37	0.184	0.33	-6.91
YIL043C	S000001305	CBR1	0.158	7.89	1.37	0.184	0.33	-6.93
YNL153C	S000005097	GIM3	0.186	4.88	1.37	0.184	0.33	-6.67
YML042W	S000004506	CAT2	-0.466	1.98	-1.37	0.184	0.33	-5.79
YMR284W	S000004897	YKU70	-0.201	3.86	-1.37	0.183	0.33	-6.36
YGL091C	S000003059	NBP35	0.167	4.85	1.37	0.183	0.33	-6.64
YPL279C	S000006200	FEX2	-0.207	4.5	-1.37	0.183	0.33	-6.58
YBL020W	S000000116	RFT1	-0.175	6.66	-1.37	0.183	0.33	-6.9
YDR072C	S000002479	IPT1	-0.156	6.73	-1.37	0.183	0.33	-6.91
YFR007W	S000001903	YFH7	-0.188	4.55	-1.37	0.183	0.33	-6.59
YBR016W	S000000220	NA	-0.197	5.34	-1.38	0.182	0.33	-6.74
Q0075	S000007266	AI5_BETA	0.922	3.35	1.38	0.183	0.33	-6.26
YDR427W	S000002835	RPN9	0.188	7.52	1.38	0.182	0.33	-6.92
YMR062C	S000004666	ARG7	0.235	5.37	1.38	0.182	0.33	-6.71
YMR222C	S000004835	FSH2	0.203	4.63	1.38	0.182	0.33	-6.61
YOR118W	S000005644	RTC5	-0.161	5.18	-1.38	0.182	0.33	-6.72
YFR032C-A	S000006437	RPL29	0.296	8.18	1.38	0.182	0.33	-6.92
YLR342W	S000004334	FKS1	-0.163	9.02	-1.38	0.182	0.33	-6.89
YBR196C-B	S000028816	NA	-0.839	0.167	-1.38	0.182	0.33	-5.32
YDR084C	S000002491	TVP23	-0.207	5.65	-1.38	0.181	0.33	-6.78
YJR064W	S000003825	CCT5	0.128	8.13	1.38	0.181	0.33	-6.92
YER078C	S000000880	ICP55	-0.145	5.39	-1.38	0.181	0.33	-6.74
YJR155W	S000003916	AAD10	-0.469	1.56	-1.38	0.181	0.33	-5.65
YOL098C	S000005458	SDD3	0.128	7.5	1.38	0.181	0.33	-6.92
YMR060C	S000004664	SAM37	0.217	4.79	1.38	0.181	0.33	-6.63
YIL053W	S000001315	GPP1	0.155	10.8	1.38	0.181	0.33	-6.79
YBR223C	S000000427	TDP1	0.268	3.3	1.38	0.18	0.33	-6.23
YPR120C	S000006324	CLB5	0.263	3.91	1.38	0.18	0.33	-6.39
YGR188C	S000003420	BUB1	0.279	3.25	1.38	0.18	0.33	-6.2
YKR101W	S000001809	SIR1	-0.383	2.57	-1.38	0.18	0.33	-6.02
YCR105W	S000000702	ADH7	0.908	-0.303	1.39	0.18	0.33	-5.21
YDR414C	S000002822	ERD1	0.186	5.64	1.39	0.179	0.33	-6.78
YER163C	S000000965	GCG1	-0.18	4.84	-1.39	0.179	0.33	-6.63
YGL170C	S000003138	SPO74	0.763	0.0406	1.39	0.179	0.33	-5.29
YLR313C	S000004305	SPH1	0.306	2.95	1.39	0.178	0.33	-6.15
YHR157W	S000001200	REC104	-0.941	-0.184	-1.39	0.178	0.33	-5.22
YDR510W	S000002918	SMT3	0.142	7.1	1.39	0.178	0.33	-6.89
YNR012W	S000005295	URK1	0.209	4.47	1.39	0.178	0.33	-6.34
YLR211C	S000004201	ATG38	0.55	1.51	1.39	0.177	0.33	-5.66
YEL027W	S000000753	VMA3	-0.195	9.36	-1.4	0.176	0.32	-6.86
YDR173C	S000002580	ARG82	-0.327	3.23	-1.4	0.176	0.32	-6.17
YKR080W	S000001788	MTD1	0.205	5.38	1.4	0.176	0.32	-6.73
YBR188C	S000000392	NTC20	0.331	2.7	1.4	0.176	0.32	-6.05
YPR185W	S000006389	ATG13	-0.242	4.75	-1.4	0.176	0.32	-6.56
YMR134W	S000004741	ERG29	0.181	4.68	1.4	0.176	0.32	-6.59
YGL097W	S000003065	SRM1	0.137	6.23	1.4	0.176	0.32	-6.82
YDR397C	S000002805	NCB2	-0.274	3.77	-1.4	0.176	0.32	-6.32
YOR080W	S000005606	DIA2	0.238	4	1.4	0.175	0.32	-6.42
YGL080W	S000003048	MPC1	-0.197	4.59	-1.4	0.175	0.32	-6.56
YKR037C	S000001745	SPC34	-0.206	4.21	-1.4	0.175	0.32	-6.47
YKL068W-A	S000028524	NA	0.359	3.33	1.4	0.175	0.32	-6.24
YBR058C-A	S000007521	TSC3	0.214	4.52	1.4	0.174	0.32	-6.55
YOR383C	S000005910	FIT3	-0.304	5.04	-1.4	0.174	0.32	-6.66
YOR099W	S000005625	KTR1	-0.165	8.43	-1.4	0.174	0.32	-6.87
YBR078W	S000000282	ECM33	0.166	10.9	1.4	0.174	0.32	-6.77
YMR270C	S000004883	RRN9	0.259	4.03	1.4	0.174	0.32	-6.43
YER059W	S000000861	PCL6	0.225	4.74	1.4	0.175	0.32	-6.58
YOR126C	S000005652	IAH1	-0.208	4.02	-1.4	0.175	0.32	-6.43
YDR081C	S000002488	PDC2	0.166	5.33	1.4	0.174	0.32	-6.71
YLR064W	S000004054	PER33	-0.208	6.89	-1.4	0.174	0.32	-6.88
YGL107C	S000003075	RMD9	0.183	5.97	1.41	0.173	0.32	-6.8
YMR245W	S000004859	NA	-0.98	-0.797	-1.41	0.173	0.32	-5.05
YPR081C	S000006285	GRS2	-0.222	3.95	-1.41	0.173	0.32	-6.32
YJL127C	S000003663	SPT10	0.222	3.83	1.41	0.173	0.32	-6.37
YCR037C	S000000633	PHO87	-0.128	7.38	-1.41	0.173	0.32	-6.88
YHR112C	S000001154	NA	-0.319	3.55	-1.41	0.173	0.32	-6.01
YDR295C	S000002703	HDA2	0.225	4.53	1.41	0.173	0.32	-6.53
YER016W	S000000818	BIM1	0.253	4.42	1.41	0.173	0.32	-6.51
YHR021C	S000001063	RPS27B	0.215	9.69	1.41	0.172	0.32	-6.82
YOR338W	S000005865	NA	-1	-0.95	-1.41	0.172	0.32	-5.04
YER155C	S000000957	BEM2	-0.147	7.95	-1.41	0.171	0.32	-6.88
YBR160W	S000000364	CDC28	0.195	5.47	1.41	0.171	0.32	-6.72
YLR105C	S000004095	SEN2	0.208	4.54	1.41	0.171	0.32	-6.54
YLL007C	S000003930	LMO1	0.221	4.28	1.41	0.171	0.32	-6.46
YNL018C	S000004963	NA	0.574	1.53	1.41	0.171	0.32	-5.66
YHL030W	S000001022	ECM29	-0.165	7.43	-1.41	0.171	0.32	-6.82
YGR017W	S000003249	NA	0.169	5.94	1.41	0.171	0.32	-6.78
YKL146W	S000001629	AVT3	-0.186	6.31	-1.42	0.171	0.32	-6.82
YJL186W	S000003722	MNN5	-0.148	6.79	-1.42	0.17	0.32	-6.84
YGR137W	S000003369	NA	-0.368	3.51	-1.42	0.17	0.32	-6.23
YDR459C	S000002867	PFA5	0.222	4.65	1.42	0.17	0.32	-6.56
YER180C	S000000982	ISC10	-0.272	3.75	-1.42	0.17	0.32	-6.34
YKL182W	S000001665	FAS1	0.19	10.4	1.42	0.17	0.32	-6.78
YHR199C	S000001242	AIM46	-0.224	5.06	-1.42	0.17	0.32	-6.63
YDL192W	S000002351	ARF1	0.174	8.78	1.42	0.17	0.32	-6.85
YLR305C	S000004296	STT4	-0.162	7.74	-1.42	0.169	0.32	-6.87
YKR010C	S000001718	TOF2	0.24	4.48	1.42	0.169	0.32	-6.51
YDR002W	S000002409	YRB1	-0.139	7.91	-1.42	0.169	0.32	-6.87
YIL003W	S000001265	CFD1	0.252	3.56	1.42	0.169	0.32	-6.21
YPL156C	S000006077	PRM4	0.674	1.38	1.42	0.169	0.32	-5.44
YJL172W	S000003708	CPS1	0.179	7.25	1.42	0.169	0.32	-6.86
YOR192C-C	S000028857	NA	1	0.185	1.42	0.169	0.32	-5.22
YFR039C	S000001935	OSW7	0.172	5.84	1.42	0.169	0.32	-6.75
YGR031W	S000003263	IMO32	-0.233	3.9	-1.42	0.168	0.32	-6.37
YKL189W	S000001672	HYM1	-0.258	3.88	-1.42	0.168	0.32	-6.32
YKL089W	S000001572	MIF2	0.305	3.19	1.42	0.168	0.32	-6.17
YNL252C	S000005196	MRPL17	0.213	5.37	1.43	0.168	0.31	-6.69
YBR140C	S000000344	IRA1	-0.159	7.64	-1.43	0.167	0.31	-6.85
YGR099W	S000003331	TEL2	0.244	4.47	1.43	0.167	0.31	-6.5
YPL125W	S000006046	KAP120	0.142	6.52	1.43	0.167	0.31	-6.82
YNL086W	S000005030	SNN1	0.659	0.823	1.43	0.167	0.31	-5.43
YLR371W	S000004363	ROM2	-0.131	6.44	-1.43	0.167	0.31	-6.81
YOR015W	S000005541	NA	-0.21	5.23	-1.43	0.167	0.31	-6.63
YDR511W	S000002919	SDH7	0.208	3.96	1.43	0.167	0.31	-6.38
YJL047C-A	S000028804	NA	0.696	0.877	1.43	0.166	0.31	-5.34
YDR406W-A	S000028543	NA	-1.07	-1.13	-1.43	0.166	0.31	-4.99
YDL169C	S000002328	UGX2	-1.27	-0.787	-1.43	0.166	0.31	-4.9
YFL029C	S000001865	CAK1	0.343	3.32	1.43	0.166	0.31	-6.19
YHR122W	S000001164	CIA2	0.261	4.13	1.43	0.165	0.31	-6.37
YNL057W	S000005002	NA	-0.768	0.0421	-1.44	0.165	0.31	-5.23
YDL092W	S000002250	SRP14	0.236	5.2	1.44	0.165	0.31	-6.64
YBR108W	S000000312	AIM3	-0.193	5.07	-1.44	0.165	0.31	-6.58
YHR186C	S000001229	KOG1	0.153	5.99	1.44	0.165	0.31	-6.76
YOL064C	S000005425	MET22	0.162	7.06	1.44	0.164	0.31	-6.77
YOR313C	S000005840	SPS4	0.81	0.502	1.44	0.164	0.31	-5.22
YLR073C	S000004063	RFU1	0.491	3.45	1.44	0.164	0.31	-5.74
YOL061W	S000005422	PRS5	0.181	8.1	1.44	0.164	0.31	-6.83
YPR180W	S000006384	AOS1	0.207	4.2	1.44	0.164	0.31	-6.42
YER093C	S000000895	TSC11	0.172	5.12	1.44	0.164	0.31	-6.63
YOR298W	S000005824	MUM3	-0.862	0.0446	-1.44	0.164	0.31	-5.23
YLR112W	S000004102	NA	-0.866	1.27	-1.44	0.164	0.31	-5.33
YCL061C	S000000566	MRC1	0.232	4.44	1.44	0.163	0.31	-6.47
YBR013C	S000000217	NA	-0.425	3.03	-1.44	0.163	0.31	-6
YOR089C	S000005615	VPS21	-0.237	5.15	-1.44	0.164	0.31	-6.63
YPL188W	S000006109	POS5	0.184	5.37	1.44	0.164	0.31	-6.65
YLR240W	S000004230	VPS34	-0.161	5.5	-1.44	0.164	0.31	-6.67
YBL018C	S000000114	POP8	0.422	2.94	1.44	0.164	0.31	-5.93
YLR221C	S000004211	RSA3	0.29	4.57	1.44	0.163	0.31	-6.36
YGL210W	S000003178	YPT32	0.175	4.53	1.44	0.163	0.31	-6.49
YDR448W	S000002856	ADA2	0.237	3.82	1.44	0.163	0.31	-6.32
YIR034C	S000001473	LYS1	0.18	5.08	1.44	0.163	0.31	-6.62
YKL134C	S000001617	OCT1	0.229	4.71	1.44	0.162	0.31	-6.53
YPL032C	S000005953	SVL3	0.142	7.24	1.45	0.162	0.31	-6.82
YLR314C	S000004306	CDC3	0.221	6.35	1.45	0.162	0.31	-6.78
YPL218W	S000006139	SAR1	-0.166	8.89	-1.45	0.162	0.31	-6.8
YLR116W	S000004106	MSL5	0.173	4.93	1.45	0.162	0.31	-6.58
YEL070W	S000000796	DSF1	-0.649	1.58	-1.45	0.162	0.31	-5.55
YCR035C	S000000631	RRP43	0.163	5.61	1.45	0.162	0.31	-6.69
YDR021W	S000002428	FAL1	0.433	2.96	1.45	0.161	0.31	-5.77
YGR223C	S000003455	HSV2	-0.242	4.1	-1.45	0.161	0.31	-6.36
YIR025W	S000001464	MND2	-0.42	2.27	-1.45	0.161	0.31	-5.85
YBR074W	S000000278	PFF1	0.129	7.46	1.45	0.161	0.31	-6.83
YCR065W	S000000661	HCM1	-0.19	5.56	-1.45	0.161	0.31	-6.69
YKL101W	S000001584	HSL1	0.164	6.85	1.45	0.161	0.31	-6.81
YBR206W	S000000410	NA	-0.282	3.68	-1.45	0.161	0.31	-6.28
YCR075W-A	S000028519	EGO2	0.418	2.19	1.45	0.161	0.31	-5.81
YLR420W	S000004412	URA4	0.178	5.53	1.45	0.161	0.31	-6.64
YPR153W	S000006357	MAY24	-0.497	1.25	-1.45	0.16	0.31	-5.53
YDR152W	S000002559	GIR2	0.22	6.03	1.45	0.16	0.31	-6.74
YNL181W	S000005125	PBR1	0.192	5.17	1.45	0.16	0.31	-6.61
YBR210W	S000000414	ERV15	0.219	4.61	1.45	0.16	0.3	-6.49
YLL025W	S000003948	PAU17	1.21	-0.942	1.46	0.159	0.3	-4.96
YLR099C	S000004089	ICT1	-0.267	3.84	-1.46	0.159	0.3	-6.31
YOR138C	S000005664	RUP1	-0.193	5.29	-1.46	0.159	0.3	-6.61
YKL165C	S000001648	MCD4	-0.2	8.23	-1.46	0.158	0.3	-6.8
YFR026C	S000001922	ULI1	-0.528	1.36	-1.46	0.158	0.3	-5.52
YLR465C	S000004457	BSC3	-0.495	1.54	-1.46	0.158	0.3	-5.58
YIL109C	S000001371	SEC24	-0.191	9.32	-1.46	0.158	0.3	-6.77
YIL017C	S000001279	VID28	-0.212	4.6	-1.46	0.158	0.3	-6.4
YLR388W	S000004380	RPS29A	0.363	7.07	1.46	0.158	0.3	-6.79
YDR267C	S000002675	CIA1	0.168	5.2	1.46	0.158	0.3	-6.61
YDR308C	S000002716	SRB7	0.306	3.59	1.46	0.158	0.3	-6.22
YOR186W	S000005712	NA	-0.878	-0.0236	-1.46	0.158	0.3	-5.04
YNL167C	S000005111	SKO1	-0.156	6.13	-1.46	0.157	0.3	-6.74
YML058W-A	S000007472	HUG1	0.891	-0.734	1.46	0.157	0.3	-5.03
YOR039W	S000005565	CKB2	0.135	6.67	1.46	0.157	0.3	-6.78
YGR053C	S000003285	NA	-0.927	0.187	-1.47	0.157	0.3	-5.14
YBR171W	S000000375	SEC66	0.166	6.4	1.47	0.157	0.3	-6.76
YMR205C	S000004818	PFK2	-0.222	11.2	-1.47	0.156	0.3	-6.67
YCL014W	S000000520	BUD3	0.197	5.31	1.47	0.156	0.3	-6.62
YDR348C	S000002756	PAL1	-0.143	5.98	-1.47	0.156	0.3	-6.71
YOL055C	S000005416	THI20	0.221	3.93	1.47	0.155	0.3	-6.31
YDL189W	S000002348	RBS1	0.196	4.77	1.47	0.155	0.3	-6.49
YHR119W	S000001161	SET1	0.162	5.91	1.47	0.155	0.3	-6.7
YBL097W	S000000193	BRN1	0.363	3.5	1.47	0.155	0.3	-6.19
YML116W-A	S000004586	NA	-0.298	2.77	-1.47	0.155	0.3	-5.93
YMR003W	S000004605	AIM34	0.405	2.45	1.47	0.155	0.3	-5.72
YNL138W	S000005082	SRV2	-0.168	7.44	-1.47	0.154	0.3	-6.79
YBR082C	S000000286	UBC4	-0.165	8.77	-1.47	0.154	0.3	-6.76
YNL144C	S000005088	NA	-0.429	2.29	-1.47	0.154	0.3	-5.76
YJR013W	S000003774	GPI14	0.181	5.44	1.47	0.154	0.3	-6.63
YOR274W	S000005800	MOD5	0.338	3.46	1.48	0.154	0.3	-6.09
YNL065W	S000005009	AQR1	-0.525	3.9	-1.48	0.153	0.3	-5.78
YPR016C	S000006220	TIF6	0.151	8.49	1.48	0.153	0.3	-6.77
YOR306C	S000005833	MCH5	-0.211	4.44	-1.48	0.153	0.3	-6.39
YOR354C	S000005881	MSC6	0.139	6.86	1.48	0.153	0.3	-6.77
YGL090W	S000003058	LIF1	0.382	2.51	1.48	0.153	0.3	-5.88
YBR002C	S000000206	RER2	-0.166	5.42	-1.48	0.153	0.3	-6.62
YFL034C-B	S000001859	MOB2	0.29	4.43	1.48	0.153	0.3	-6.41
YPL228W	S000006149	CET1	0.211	5.17	1.48	0.153	0.3	-6.57
YPL045W	S000005966	VPS16	0.173	5.12	1.48	0.153	0.3	-6.56
YHR001W	S000001043	OSH7	-0.17	5.53	-1.48	0.152	0.3	-6.63
YDR297W	S000002705	SUR2	-0.197	6.14	-1.48	0.152	0.29	-6.71
YLR332W	S000004324	MID2	-0.187	6.49	-1.48	0.152	0.29	-6.75
YOR145C	S000005671	PNO1	0.233	5.48	1.48	0.152	0.29	-6.37
YEL073C	S000000799	NA	-1.5	-2.58	-1.49	0.151	0.29	-4.73
YDR105C	S000002512	TMS1	-0.149	6.28	-1.49	0.151	0.29	-6.71
YHR130C	S000001172	NA	0.597	1.37	1.49	0.151	0.29	-5.5
YNL076W	S000005020	MKS1	0.22	5.34	1.49	0.151	0.29	-6.59
YNL292W	S000005236	PUS4	0.212	5.2	1.49	0.151	0.29	-6.56
YMR265C	S000004878	NA	-0.336	2.56	-1.49	0.15	0.29	-5.89
YGR058W	S000003290	PEF1	0.303	3.87	1.49	0.15	0.29	-6.26
YIL046W	S000001308	MET30	0.172	4.95	1.49	0.15	0.29	-6.52
YHR184W	S000001227	SSP1	0.713	0.15	1.49	0.15	0.29	-5.18
YKL168C	S000001651	KKQ8	-0.313	4.55	-1.49	0.15	0.29	-6.35
YHR133C	S000001175	NSG1	0.178	6.94	1.49	0.149	0.29	-6.76
YNL180C	S000005124	RHO5	-0.245	4.94	-1.49	0.15	0.29	-6.52
YGR225W	S000003457	AMA1	-0.933	-0.109	-1.49	0.149	0.29	-5.05
YJR068W	S000003829	RFC2	0.167	5.58	1.49	0.149	0.29	-6.63
YIL143C	S000001405	SSL2	-0.156	6.48	-1.49	0.149	0.29	-6.72
YJR133W	S000003894	XPT1	-0.194	4.62	-1.5	0.149	0.29	-6.44
YMR053C	S000004657	STB2	-0.264	3.66	-1.5	0.148	0.29	-6.17
YBR033W	S000000237	EDS1	1.09	0.441	1.5	0.148	0.29	-5.03
YAR061W	S000000087	NA	-0.636	0.543	-1.5	0.148	0.29	-5.27
