ORF	SGD	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
YBL099W	S000000195	ATP1	-0.768	10.4	-4.92	5.89e-5	0	0.798
YPR041W	S000006245	TIF5	0.53	8	4.93	5.83e-5	0	0.727
YHL011C	S000001003	PRS3	0.503	7	4.93	5.8e-5	0	0.779
YDR477W	S000002885	SNF1	-0.468	6.75	-4.94	5.66e-5	0	0.777
YDR122W	S000002529	KIN1	-0.563	5.56	-4.94	5.63e-5	0	0.942
YKL020C	S000001503	SPT23	-0.529	6.5	-4.94	5.64e-5	0	0.787
YLR414C	S000004406	PUN1	0.667	5.08	4.94	5.65e-5	0	0.978
YDR395W	S000002803	SXM1	0.462	7.93	4.94	5.58e-5	0	0.77
YFL036W	S000001858	RPO41	-0.457	6.89	-4.95	5.48e-5	0	0.796
YML052W	S000004516	SUR7	-0.753	6.85	-4.96	5.42e-5	0	0.845
YKL093W	S000001576	MBR1	-1.86	2.16	-4.96	5.35e-5	0	1.78
YOR120W	S000005646	GCY1	-1.14	3.08	-4.96	5.33e-5	0	1.51
YMR278W	S000004891	PRM15	-0.817	4.48	-4.97	5.28e-5	0	1.24
YPL092W	S000006013	SSU1	-1.26	5.35	-4.97	5.22e-5	0	1.15
YDR171W	S000002578	HSP42	-2.33	4.26	-4.97	5.23e-5	0	1.83
YKR071C	S000001779	DRE2	0.793	6.12	4.98	5.07e-5	0	0.945
YAL029C	S000000027	MYO4	0.407	7.16	4.99	5.01e-5	0	0.876
YOR220W	S000005746	RCN2	-0.747	5.07	-4.99	4.99e-5	0	1.26
YBL049W	S000000145	MOH1	-4.72	-2.05	-5	4.89e-5	0	1.79
YJL142C	S000003678	IRC9	-2.87	0.795	-5.01	4.8e-5	0	2.08
YML026C	S000004488	RPS18B	0.549	9.93	5.01	4.78e-5	0	0.988
YLL021W	S000003944	SPA2	0.728	6.11	5.01	4.74e-5	0	1.04
YIL133C	S000001395	RPL16A	0.65	9.67	5.01	4.75e-5	0	0.985
YDR032C	S000002439	PST2	-0.732	6.45	-5.02	4.69e-5	0	1
YDR502C	S000002910	SAM2	0.679	7.59	5.02	4.65e-5	0	0.953
YPL227C	S000006148	ALG5	0.538	5.57	5.03	4.56e-5	0	1.11
YEL054C	S000000780	RPL12A	0.529	9.93	5.03	4.52e-5	0	1.05
YGR090W	S000003322	UTP22	0.458	8.05	5.04	4.43e-5	0	1
YOR243C	S000005769	PUS7	0.524	6.35	5.05	4.3e-5	0	1.12
YOL041C	S000005401	NOP12	0.887	5.7	5.05	4.31e-5	0	1.25
YDR060W	S000002467	MAK21	0.711	6.6	5.07	4.15e-5	0	1.2
YOR026W	S000005552	BUB3	0.808	4.08	5.06	4.15e-5	0	1.5
YEL040W	S000000766	UTR2	0.571	9.97	5.07	4.13e-5	0	1.14
YGL125W	S000003093	MET13	1.19	4.17	5.08	4.05e-5	0	1.62
YOR046C	S000005572	DBP5	0.538	7.12	5.07	4.05e-5	0	1.09
YNR043W	S000005326	MVD1	0.525	8.28	5.08	3.99e-5	0	1.11
YER017C	S000000819	AFG3	-0.509	6.81	-5.08	3.95e-5	0	1.13
YDL083C	S000002241	RPS16B	0.543	9.87	5.08	3.96e-5	0	1.18
YKR098C	S000001806	UBP11	-0.852	4.26	-5.09	3.89e-5	0	1.51
YGR189C	S000003421	CRH1	0.582	8.36	5.1	3.85e-5	0	1.15
YHR070W	S000001112	TRM5	0.739	4.9	5.1	3.81e-5	0	1.5
YML063W	S000004528	RPS1B	0.591	10.8	5.1	3.77e-5	0	1.27
YNL239W	S000005183	LAP3	-0.503	7.43	-5.11	3.73e-5	0	1.19
YBL029C-A	S000007591	NA	-1.39	2.73	-5.11	3.71e-5	0	1.96
YJL093C	S000003629	TOK1	-0.58	5.72	-5.12	3.61e-5	0	1.31
YMR081C	S000004686	ISF1	-3.85	-0.437	-5.13	3.53e-5	0	2.32
YJL190C	S000003726	RPS22A	0.583	10.2	5.13	3.53e-5	0	1.31
YDL174C	S000002333	DLD1	-0.587	6.68	-5.13	3.53e-5	0	1.26
YDR500C	S000002908	RPL37B	0.57	9.16	5.15	3.37e-5	0	1.31
YOR345C	S000005872	NA	-4.42	-2.21	-5.15	3.37e-5	0	2.09
YDL128W	S000002286	VCX1	-0.663	6.35	-5.15	3.37e-5	0	1.33
YHL024W	S000001016	RIM4	-2.07	1.4	-5.15	3.34e-5	0	2.38
YKL032C	S000001515	IXR1	-0.613	6	-5.16	3.28e-5	0	1.38
YLR149C	S000004139	NA	-1.95	3.34	-5.17	3.24e-5	0	2.26
YJL132W	S000003668	NA	-1.82	2.44	-5.17	3.22e-5	0	2.38
YLR344W	S000004336	RPL26A	0.58	8.82	5.18	3.16e-5	0	1.36
YER141W	S000000943	COX15	-0.67	7.38	-5.18	3.16e-5	0	1.34
YER067C-A	S000028748	NA	-5.41	-3.27	-5.18	3.15e-5	0	2
YDL060W	S000002218	TSR1	0.758	5.88	5.18	3.13e-5	0	1.57
YNR001C	S000005284	CIT1	-0.633	8.14	-5.18	3.12e-5	0	1.37
YDL182W	S000002341	LYS20	0.78	7.91	5.18	3.11e-5	0	1.37
YAL063C	S000000059	FLO9	1.39	3.14	5.19	3.08e-5	0	2.08
YNL272C	S000005216	SEC2	0.553	5.75	5.19	3.08e-5	0	1.47
YKL103C	S000001586	APE1	-1.17	4.65	-5.19	3.04e-5	0	1.99
YNL216W	S000005160	RAP1	0.89	4.83	5.19	3.02e-5	0	1.87
YIL034C	S000001296	CAP2	-0.643	6.93	-5.21	2.93e-5	0	1.44
YGR049W	S000003281	SCM4	0.873	4.36	5.21	2.91e-5	0	1.81
YLR002C	S000003992	NOC3	0.775	5.34	5.21	2.92e-5	0	1.73
YKR046C	S000001754	PET10	-0.767	7.38	-5.21	2.89e-5	0	1.47
YDR300C	S000002708	PRO1	0.511	6.25	5.22	2.84e-5	0	1.5
YMR146C	S000004754	TIF34	0.493	8.44	5.23	2.78e-5	0	1.48
YOR152C	S000005678	ATG40	-1.23	3.38	-5.24	2.72e-5	0	2.24
YFL062W	S000001832	COS4	-1.18	4.65	-5.25	2.66e-5	0	2.01
YCL025C	S000000530	AGP1	1.06	5.36	5.25	2.66e-5	0	1.69
YKL186C	S000001669	MTR2	0.742	4.92	5.25	2.63e-5	0	1.77
YOL125W	S000005485	TRM13	0.925	4.22	5.26	2.59e-5	0	2.06
YGR157W	S000003389	CHO2	0.559	9.35	5.26	2.58e-5	0	1.59
YHR137W	S000001179	ARO9	0.749	6.53	5.28	2.47e-5	0	1.84
YGL196W	S000003164	DSD1	-0.645	4.83	-5.28	2.47e-5	0	1.86
YDL241W	S000002400	NA	0.892	3.87	5.28	2.46e-5	0	2.12
YBR244W	S000000448	GPX2	0.946	5.12	5.28	2.44e-5	0	1.94
YMR262W	S000004875	NA	-0.901	3.9	-5.28	2.44e-5	0	2.18
YDR046C	S000002453	BAP3	0.648	7.91	5.28	2.45e-5	0	1.6
YMR244C-A	S000004857	COA6	-1.19	2.4	-5.28	2.43e-5	0	2.44
YOR206W	S000005732	NOC2	0.844	6.34	5.29	2.42e-5	0	1.79
YBL047C	S000000143	EDE1	-0.57	8.65	-5.29	2.39e-5	0	1.64
YGR152C	S000003384	RSR1	0.722	4.97	5.29	2.38e-5	0	1.89
YHR140W	S000001182	NA	-1.75	1.59	-5.3	2.32e-5	0	2.71
YNL247W	S000005191	NA	0.547	7.43	5.31	2.28e-5	0	1.68
YML123C	S000004592	PHO84	0.868	8.32	5.31	2.25e-5	0	1.7
YDR025W	S000002432	RPS11A	0.605	9.86	5.32	2.2e-5	0	1.77
YBL068W	S000000164	PRS4	0.644	5.91	5.33	2.17e-5	0	1.84
YPR165W	S000006369	RHO1	-0.475	8.48	-5.33	2.16e-5	0	1.73
YPL163C	S000006084	SVS1	0.673	5.32	5.33	2.14e-5	0	1.93
YNL074C	S000005018	MLF3	-0.562	6.38	-5.35	2.05e-5	0	1.84
YMR122W-A	S000007524	NA	-1.02	6.5	-5.37	1.99e-5	0	1.84
YIL107C	S000001369	PFK26	-0.877	5.12	-5.38	1.91e-5	0	2.29
YNL313C	S000005257	EMW1	0.619	6.25	5.38	1.92e-5	0	1.98
YOR355W	S000005882	GDS1	0.572	8.4	5.38	1.92e-5	0	1.85
YJR126C	S000003887	VPS70	-0.641	6.2	-5.4	1.84e-5	0	1.94
YPL207W	S000006128	TYW1	0.664	6.45	5.4	1.83e-5	0	2
YEL024W	S000000750	RIP1	-0.779	8.05	-5.41	1.79e-5	0	1.91
YEL043W	S000000769	NA	0.45	6.74	5.41	1.79e-5	0	1.93
YML030W	S000004492	RCF1	-0.95	4.52	-5.41	1.79e-5	0	2.25
YCL037C	S000000542	SRO9	0.614	6.38	5.42	1.74e-5	0	2
YGL197W	S000003165	MDS3	-0.559	6.88	-5.43	1.72e-5	0	1.99
YJL051W	S000003587	IRC8	0.812	5.33	5.43	1.7e-5	0	2.18
YOR008C	S000005534	SLG1	-0.495	6.56	-5.43	1.69e-5	0	2
YGR123C	S000003355	PPT1	0.564	6.13	5.44	1.67e-5	0	2.1
YNL067W	S000005011	RPL9B	0.645	8.67	5.46	1.58e-5	0	2.06
YKL140W	S000001623	TGL1	-0.598	6.26	-5.47	1.53e-5	0	2.16
YKR092C	S000001800	SRP40	0.815	5.96	5.47	1.53e-5	0	2.34
YLR206W	S000004196	ENT2	-0.672	6.97	-5.48	1.52e-5	0	2.1
YPL222W	S000006143	FMP40	-0.988	4.52	-5.48	1.51e-5	0	2.61
YGL076C	S000003044	RPL7A	0.58	10.4	5.49	1.46e-5	0	2.21
YDR418W	S000002826	RPL12B	0.553	10.1	5.5	1.42e-5	0	2.22
YPR119W	S000006323	CLB2	0.951	6.01	5.51	1.41e-5	0	2.28
YBR054W	S000000258	YRO2	-4.6	1.04	-5.51	1.4e-5	0	3.24
YDL025C	S000002183	RTK1	-0.738	4.98	-5.52	1.37e-5	0	2.44
YIL145C	S000001407	PAN6	0.617	5.42	5.53	1.34e-5	0	2.37
YNL111C	S000005055	CYB5	0.644	6.71	5.53	1.32e-5	0	2.26
YBR056W	S000000260	NA	-0.881	5.36	-5.54	1.31e-5	0	2.59
YPL203W	S000006124	TPK2	-0.862	5.57	-5.56	1.24e-5	0	2.52
YOR317W	S000005844	FAA1	-0.736	7.06	-5.57	1.21e-5	0	2.53
YGL229C	S000003198	SAP4	-1.06	4.38	-5.58	1.19e-5	0	2.86
YLR299W	S000004290	ECM38	-0.992	3.72	-5.59	1.16e-5	0	2.98
YGR158C	S000003390	MTR3	1.03	4.19	5.61	1.11e-5	0	2.9
YNL002C	S000004947	RLP7	0.808	5.97	5.61	1.11e-5	0	2.6
YJL210W	S000003746	PEX2	-0.85	4.8	-5.61	1.11e-5	0	2.66
YHL033C	S000001025	RPL8A	0.665	9.4	5.62	1.08e-5	0	2.47
YLR251W	S000004241	SYM1	-1.99	1.94	-5.62	1.08e-5	0	3.42
YPR191W	S000006395	QCR2	-0.573	8	-5.62	1.07e-5	0	2.43
YEL060C	S000000786	PRB1	-0.772	7.07	-5.62	1.07e-5	0	2.49
YOL087C	S000005447	DUF1	-0.676	5.72	-5.63	1.06e-5	0	2.59
YNL251C	S000005195	NRD1	-0.662	7.83	-5.63	1.04e-5	0	2.47
YIL103W	S000001365	DPH1	1.04	4.32	5.64	1.03e-5	0	3.01
YJL108C	S000003644	PRM10	-1.63	2.83	-5.64	1.02e-5	0	3.26
YER158C	S000000960	NA	-0.979	5.23	-5.65	1e-5	0	2.69
YMR253C	S000004866	NA	-0.941	3.95	-5.65	9.98e-6	0	3.01
YAL065C	S000001817	NA	5.04	-1.86	5.66	9.74e-6	0	3.24
YML110C	S000004578	COQ5	-0.576	6.7	-5.66	9.75e-6	0	2.56
YJR073C	S000003834	OPI3	-0.99	6.26	-5.68	9.4e-6	0	2.82
YPL160W	S000006081	CDC60	0.563	9.2	5.68	9.27e-6	0	2.61
YNL194C	S000005138	NA	-5.3	-0.328	-5.69	9.02e-6	0	3.47
YMR108W	S000004714	ILV2	0.571	8.97	5.69	8.97e-6	0	2.64
YGL169W	S000003137	SUA5	0.861	5.06	5.71	8.65e-6	0	3.01
YML027W	S000004489	YOX1	1.11	4.71	5.71	8.67e-6	0	2.94
YGR085C	S000003317	RPL11B	0.737	9.12	5.71	8.68e-6	0	2.68
YHR028C	S000001070	DAP2	-0.681	5.87	-5.71	8.6e-6	0	2.8
YLL034C	S000003957	RIX7	0.918	5.17	5.72	8.41e-6	0	3.05
YDR449C	S000002857	UTP6	0.99	4.95	5.73	8.29e-6	0	3.06
YOR086C	S000005612	TCB1	-0.554	7.88	-5.73	8.29e-6	0	2.69
YHL001W	S000000993	RPL14B	0.634	8.71	5.73	8.32e-6	0	2.71
YPL079W	S000006000	RPL21B	0.594	9.69	5.73	8.33e-6	0	2.74
YJR147W	S000003908	HMS2	1.69	3.67	5.73	8.21e-6	0	3.46
YMR229C	S000004842	RRP5	0.614	7.51	5.74	8.14e-6	0	2.77
YDR096W	S000002503	GIS1	-0.863	5.79	-5.74	8.01e-6	0	2.86
YOR184W	S000005710	SER1	0.559	7.65	5.75	7.79e-6	0	2.75
YDL195W	S000002354	SEC31	-0.65	9.03	-5.77	7.49e-6	0	2.82
YLL054C	S000003977	NA	1.11	4.15	5.78	7.38e-6	0	3.25
YKL009W	S000001492	MRT4	0.756	6.58	5.78	7.4e-6	0	2.91
YKL066W	S000001549	NA	-0.737	4.66	-5.77	7.44e-6	0	3.1
YMR131C	S000004738	RRB1	0.642	6.71	5.77	7.45e-6	0	2.92
YPL019C	S000005940	VTC3	0.569	8.22	5.77	7.45e-6	0	2.81
YBL024W	S000000120	NCL1	0.613	7.43	5.78	7.33e-6	0	2.82
YKR043C	S000001751	SHB17	0.5	7.19	5.78	7.29e-6	0	2.82
YCR008W	S000000601	SAT4	-0.578	7.25	-5.79	7.1e-6	0	2.85
YLR448W	S000004440	RPL6B	0.616	9.31	5.8	6.96e-6	0	2.91
YPR115W	S000006319	RGC1	-0.678	5.39	-5.8	6.89e-6	0	3.08
YDR276C	S000002684	PMP3	-1.6	6.07	-5.82	6.62e-6	0	3
YNL301C	S000005245	RPL18B	0.528	8.59	5.84	6.36e-6	0	2.98
YOR271C	S000005797	FSF1	0.893	6.28	5.84	6.31e-6	0	3.07
YBL007C	S000000103	SLA1	-0.644	7.86	-5.84	6.32e-6	0	2.97
YMR186W	S000004798	HSC82	-0.587	11.7	-5.85	6.24e-6	0	3.13
YER001W	S000000803	MNN1	1.37	5.81	5.86	6.09e-6	0	3.21
YKL037W	S000001520	AIM26	-5.72	-1.92	-5.86	6.05e-6	0	3.45
YJL151C	S000003687	SNA3	-0.863	5.72	-5.86	5.97e-6	0	3.16
YLR180W	S000004170	SAM1	1.32	7.87	5.87	5.9e-6	0	3.14
YIL155C	S000001417	GUT2	-1.08	4.34	-5.88	5.81e-6	0	3.49
YJL109C	S000003645	UTP10	0.585	8.01	5.88	5.82e-6	0	3.07
YOR292C	S000005818	NA	-0.962	4.57	-5.9	5.44e-6	0	3.47
YBR142W	S000000346	MAK5	0.986	5.56	5.91	5.38e-6	0	3.46
YJL012C	S000003549	VTC4	0.492	8.09	5.91	5.35e-6	0	3.14
YDR447C	S000002855	RPS17B	0.585	9	5.91	5.31e-6	0	3.17
YPR048W	S000006252	TAH18	0.629	5.13	5.92	5.23e-6	0	3.38
YHR001W-A	S000003529	QCR10	-0.742	5.39	-5.94	4.99e-6	0	3.36
YJL069C	S000003605	UTP18	0.78	5.86	5.95	4.88e-6	0	3.43
YBR242W	S000000446	NA	0.715	4.94	5.95	4.89e-6	0	3.49
YKL072W	S000001555	STB6	1.02	3.91	5.95	4.9e-6	0	3.69
YLL024C	S000003947	SSA2	-0.865	13	-5.96	4.76e-6	0	3.47
YGL078C	S000003046	DBP3	1.1	6	5.96	4.73e-6	0	3.48
YOR293W	S000005819	RPS10A	0.601	9.5	5.98	4.57e-6	0	3.35
YJL212C	S000003748	OPT1	1.07	6.44	5.98	4.54e-6	0	3.41
YLR196W	S000004186	PWP1	0.751	5.95	5.98	4.5e-6	0	3.55
YER176W	S000000978	ECM32	0.716	5.16	5.99	4.41e-6	0	3.55
YGR162W	S000003394	TIF4631	0.716	8.02	6	4.33e-6	0	3.37
YLR197W	S000004187	NOP56	0.722	8.1	6	4.28e-6	0	3.39
YNL173C	S000005117	MDG1	-1.15	4.39	-6.01	4.26e-6	0	3.76
YOR226C	S000005752	ISU2	1.05	4.35	6.02	4.08e-6	0	3.84
YER066C-A	S000002959	NA	-5.36	-2.79	-6.03	4.05e-6	0	3.61
YNL132W	S000005076	KRE33	0.964	6.08	6.05	3.85e-6	0	3.73
YPR110C	S000006314	RPC40	0.692	7.05	6.07	3.69e-6	0	3.55
YDR496C	S000002904	PUF6	0.849	6.17	6.07	3.62e-6	0	3.72
YOR373W	S000005900	NUD1	0.673	4.82	6.08	3.61e-6	0	3.8
YHR197W	S000001240	RIX1	1.04	5.51	6.08	3.59e-6	0	3.9
YFL033C	S000001861	RIM15	-0.67	5.61	-6.12	3.25e-6	0	3.77
YFL004W	S000001890	VTC2	0.56	7.34	6.14	3.13e-6	0	3.68
YLR106C	S000004096	MDN1	0.954	7.17	6.14	3.11e-6	0	3.78
YOR119C	S000005645	RIO1	1.19	4	6.14	3.07e-6	0	4.36
YJR070C	S000003831	LIA1	0.935	6.54	6.15	3.03e-6	0	3.9
YOR310C	S000005837	NOP58	0.761	7.99	6.17	2.93e-6	0	3.78
YLL019C	S000003942	KNS1	-0.722	5.43	-6.18	2.86e-6	0	3.94
YER054C	S000000856	GIP2	-3.49	0.585	-6.18	2.81e-6	0	4.7
YPL012W	S000005933	RRP12	0.809	6.77	6.18	2.81e-6	0	4
YOL019W	S000005379	NA	0.679	5.94	6.2	2.69e-6	0	3.92
YDR391C	S000002799	NA	-1.4	3.93	-6.21	2.66e-6	0	4.33
YEL038W	S000000764	UTR4	-1.04	5.34	-6.22	2.6e-6	0	4.04
YEL055C	S000000781	POL5	0.826	6.55	6.22	2.6e-6	0	3.98
YKL141W	S000001624	SDH3	-0.951	6.63	-6.22	2.54e-6	0	3.92
YNL096C	S000005040	RPS7B	0.671	8.85	6.24	2.48e-6	0	3.94
YMR304C-A	S000004919	NA	1.24	5.38	6.24	2.46e-6	0	4.13
YHR080C	S000001122	LAM4	-0.697	5.99	-6.25	2.42e-6	0	4.03
YDR270W	S000002678	CCC2	-0.716	6.05	-6.25	2.39e-6	0	4.02
YCR073W-A	S000000718	SOL2	-0.921	5.22	-6.25	2.38e-6	0	4.16
YOR341W	S000005868	RPA190	0.662	8.19	6.26	2.36e-6	0	4.01
YLR355C	S000004347	ILV5	0.852	10.7	6.27	2.29e-6	0	4.1
YOL007C	S000005367	CSI2	0.91	5.47	6.27	2.29e-6	0	4.15
YKL014C	S000001497	URB1	0.829	6.51	6.28	2.22e-6	0	4.15
YLR257W	S000004247	NA	-1.01	6.55	-6.29	2.2e-6	0	4.07
YLR201C	S000004191	COQ9	-0.733	5.16	-6.3	2.14e-6	0	4.29
YLR327C	S000004319	TMA10	-5.9	0.689	-6.3	2.12e-6	0	4.84
YGR201C	S000003433	NA	-1.88	1.96	-6.3	2.13e-6	0	4.95
YBR001C	S000000205	NTH2	-1.05	4.7	-6.3	2.13e-6	0	4.45
YML035C	S000004498	AMD1	-0.691	7.14	-6.32	2.02e-6	0	4.12
YDL110C	S000002268	TMA17	-1.22	4.49	-6.32	2.01e-6	0	4.56
YDR120C	S000002527	TRM1	1.02	5.18	6.33	1.99e-6	0	4.56
YGL062W	S000003030	PYC1	0.808	8.62	6.34	1.94e-6	0	4.22
YGR102C	S000003334	GTF1	-1.3	3.1	-6.35	1.9e-6	0	4.83
YHR016C	S000001058	YSC84	-1.02	5.19	-6.37	1.81e-6	0	4.61
YCR021C	S000000615	HSP30	-5.34	2.02	-6.38	1.76e-6	0	5.21
YPR035W	S000006239	GLN1	1.08	8.52	6.39	1.74e-6	0	4.29
YDL004W	S000002162	ATP16	-0.709	7.06	-6.39	1.72e-6	0	4.29
YJL177W	S000003713	RPL17B	0.655	9.34	6.39	1.71e-6	0	4.34
YLR436C	S000004428	ECM30	-0.667	6.23	-6.4	1.68e-6	0	4.37
YOR309C	S000005836	NA	1.16	4.47	6.41	1.66e-6	0	4.81
YJL145W	S000003681	SFH5	0.864	5.26	6.41	1.64e-6	0	4.58
YLR061W	S000004051	RPL22A	0.588	9.52	6.43	1.58e-6	0	4.42
YPL086C	S000006007	ELP3	0.726	5.92	6.43	1.56e-6	0	4.53
YPL189C-A	S000028527	COA2	-1.59	3.13	-6.45	1.51e-6	0	5.05
YER044C	S000000846	ERG28	-0.773	7.32	-6.46	1.46e-6	0	4.45
YHR097C	S000001139	NA	-1.56	3.29	-6.49	1.37e-6	0	5.18
YPR144C	S000006348	NOC4	0.762	6.04	6.5	1.35e-6	0	4.7
YHR170W	S000001213	NMD3	0.721	6.27	6.51	1.31e-6	0	4.77
YBR117C	S000000321	TKL2	-3.36	1.63	-6.51	1.3e-6	0	5.48
YGL206C	S000003174	CHC1	-0.638	8.28	-6.52	1.27e-6	0	4.61
YBR132C	S000000336	AGP2	-1.32	4.25	-6.52	1.27e-6	0	5.08
YER033C	S000000835	ZRG8	-1.08	4.28	-6.54	1.23e-6	0	5.08
YKR049C	S000001757	FMP46	-2.16	2.1	-6.55	1.21e-6	0	5.51
YKR018C	S000001726	NA	-0.594	6.74	-6.56	1.18e-6	0	4.69
YHR208W	S000001251	BAT1	0.966	8.64	6.56	1.16e-6	0	4.71
YJL213W	S000003749	NA	-0.921	5.87	-6.56	1.16e-6	0	4.78
YDR251W	S000002659	PAM1	-0.655	6.67	-6.57	1.15e-6	0	4.75
YBR126W-A	S000028600	MEO1	-1.08	5.12	-6.57	1.15e-6	0	4.91
YOR312C	S000005839	RPL20B	0.62	9.99	6.57	1.13e-6	0	4.79
YDR144C	S000002551	MKC7	0.597	7.92	6.59	1.08e-6	0	4.76
YML034W	S000004497	SRC1	-0.857	5.13	-6.61	1.03e-6	0	5
YPL006W	S000005927	NCR1	-0.732	6.48	-6.63	9.87e-7	0	4.9
YPL198W	S000006119	RPL7B	0.72	9.25	6.65	9.54e-7	0	4.92
YLR259C	S000004249	HSP60	-0.822	10.4	-6.65	9.49e-7	0	4.98
YML126C	S000004595	ERG13	0.707	9.84	6.65	9.4e-7	0	4.96
YKL094W	S000001577	YJU3	-0.729	6.04	-6.65	9.43e-7	0	4.98
YFR014C	S000001910	CMK1	-1.01	4.72	-6.66	9.22e-7	0	5.22
YGR255C	S000003487	COQ6	-0.756	6.12	-6.67	9.08e-7	0	5.11
YNL200C	S000005144	NNR1	-2.11	2.95	-6.67	8.99e-7	0	5.78
YBR035C	S000000239	PDX3	-0.724	6.09	-6.7	8.47e-7	0	5.09
YGR214W	S000003446	RPS0A	0.699	10.2	6.7	8.42e-7	0	5.1
YBR286W	S000000490	APE3	-0.721	10.2	-6.73	7.97e-7	0	5.15
YKL156W	S000001639	RPS27A	0.816	7.34	6.73	7.82e-7	0	5.1
YMR181C	S000004793	NA	-1.57	3.68	-6.77	7.23e-7	0	5.71
YGR023W	S000003255	MTL1	-1.24	4.31	-6.77	7.25e-7	0	5.53
YNL087W	S000005031	TCB2	0.963	7.2	6.77	7.13e-7	0	5.21
YIL094C	S000001356	LYS12	0.67	7.26	6.77	7.15e-7	0	5.18
YLR350W	S000004342	ORM2	-0.794	6.28	-6.77	7.17e-7	0	5.25
YCR030C	S000000626	SYP1	-0.889	7.82	-6.81	6.55e-7	0	5.29
YDR529C	S000002937	QCR7	-0.767	6.64	-6.86	5.82e-7	0	5.42
YHR089C	S000001131	GAR1	0.707	7.26	6.86	5.83e-7	0	5.45
YGR060W	S000003292	ERG25	0.75	8.79	6.88	5.67e-7	0	5.45
YKL148C	S000001631	SDH1	-0.996	6.96	-6.89	5.48e-7	0	5.47
YMR102C	S000004708	NA	-0.731	5.84	-6.89	5.46e-7	0	5.55
YBR006W	S000000210	UGA2	-1.39	4.8	-6.91	5.22e-7	0	5.92
YGR194C	S000003426	XKS1	-1.12	4.49	-6.91	5.24e-7	0	6.01
YJR096W	S000003857	NA	-1.39	4.04	-6.91	5.25e-7	0	6.01
YOR049C	S000005575	RSB1	-1.32	5.58	-6.92	5.16e-7	0	5.67
YDL082W	S000002240	RPL13A	0.696	9.08	6.92	5.12e-7	0	5.56
YLR205C	S000004195	HMX1	-0.873	5.38	-6.92	5.09e-7	0	5.78
YHR128W	S000001170	FUR1	0.759	7.23	6.95	4.78e-7	0	5.62
YBR069C	S000000273	TAT1	1.01	6.37	6.96	4.7e-7	0	5.66
YNR014W	S000005297	NA	-5.52	1.68	-6.96	4.71e-7	0	6.47
YLR303W	S000004294	MET17	1.14	6.59	6.97	4.53e-7	0	5.7
YBR189W	S000000393	RPS9B	0.723	10.6	7	4.25e-7	0	5.81
YNL064C	S000005008	YDJ1	-0.758	8.92	-7.01	4.21e-7	0	5.75
YDL131W	S000002289	LYS21	0.873	6.7	7.01	4.15e-7	0	5.76
YDR293C	S000002701	SSD1	-0.619	8.16	-7.02	4.09e-7	0	5.76
YMR189W	S000004801	GCV2	1.08	5.94	7.03	4.02e-7	0	5.87
YEL071W	S000000797	DLD3	0.707	9.33	7.05	3.83e-7	0	5.88
YAL017W	S000000015	PSK1	-0.782	6.23	-7.06	3.7e-7	0	5.97
YIL124W	S000001386	AYR1	-1.01	5.82	-7.07	3.65e-7	0	5.99
YPL211W	S000006132	NIP7	1.02	5.33	7.08	3.58e-7	0	6.25
YGR155W	S000003387	CYS4	0.748	9.5	7.1	3.44e-7	0	5.97
YOR227W	S000005753	HER1	-0.736	6.32	-7.12	3.25e-7	0	6.11
YIL033C	S000001295	BCY1	-0.831	7.52	-7.14	3.14e-7	0	6.04
YOR234C	S000005760	RPL33B	0.767	8.37	7.16	2.98e-7	0	6.09
YBR114W	S000000318	RAD16	-0.951	4.15	-7.16	2.99e-7	0	6.46
YDR234W	S000002642	LYS4	0.852	6.16	7.17	2.94e-7	0	6.3
YIL136W	S000001398	OM45	-2.39	2.29	-7.18	2.86e-7	0	6.9
YMR049C	S000004652	ERB1	1.09	6.44	7.18	2.83e-7	0	6.3
YOL058W	S000005419	ARG1	1.43	3.81	7.22	2.59e-7	0	6.69
YDL223C	S000002382	HBT1	-1.46	3.9	-7.23	2.57e-7	0	6.68
YJR003C	S000003763	MRX12	0.828	5.65	7.24	2.52e-7	0	6.37
YKL100C	S000001583	YPF1	-0.875	7.29	-7.24	2.48e-7	0	6.27
YGR041W	S000003273	BUD9	0.912	5.6	7.25	2.46e-7	0	6.4
YDR148C	S000002555	KGD2	-0.662	7.23	-7.25	2.44e-7	0	6.29
YKR058W	S000001766	GLG1	-1.39	3.21	-7.26	2.41e-7	0	6.95
YMR104C	S000004710	YPK2	-1.19	4.22	-7.27	2.36e-7	0	6.69
YGL256W	S000003225	ADH4	0.734	7.5	7.28	2.3e-7	0	6.39
YNR034W	S000005317	SOL1	-0.805	5.3	-7.28	2.31e-7	0	6.54
YAL036C	S000000034	RBG1	0.763	6.11	7.32	2.09e-7	0	6.59
YOR347C	S000005874	PYK2	-3.42	2.58	-7.33	2.03e-7	0	7.28
YLR109W	S000004099	AHP1	-0.917	10.9	-7.34	1.99e-7	0	6.59
YNL125C	S000005069	ESBP6	-1.01	5.43	-7.36	1.91e-7	0	6.7
YER062C	S000000864	GPP2	-1.43	5.31	-7.37	1.87e-7	0	7.04
YKL120W	S000001603	OAC1	1.44	7.35	7.37	1.85e-7	0	6.61
YPR010C	S000006214	RPA135	0.879	8.02	7.39	1.81e-7	0	6.63
YGL009C	S000002977	LEU1	1.49	9.02	7.41	1.71e-7	0	6.68
